CAS	name	Hfg	S0g
62016-53-9	octadecylcyclopentane	-457570	1001.5
62016-54-0	nonadecylcyclopentane	-478210	1040.4
62016-55-1	docosylcyclopentane	-540130	1157.3
62016-56-2	tricosylcyclopentane	-560770	1196.2
62016-57-3	tetracosylcyclopentane	-581410	1235.2
62016-58-4	hexacosylcyclopentane	-622690	1313.1
62016-59-5	1,cis-3-diethylcyclopentane	-188950	413.79
62016-60-8	1,trans-3-diethylcyclopentane	-188950	413.79
62016-61-9	1,1-dimethyl-3-ethylcyclopentane	-173710	483.32
62016-62-0	1,trans-2-dimethyl-1-ethylcyclopentane	-173710	483.32
62016-63-1	1,cis-2-dimethyl-1-ethylcyclopentane	-173710	483.32
62016-64-2	1,cis-2-dimethyl-cis-4-ethylcyclopentane	-209290	371.43
62016-65-3	1,cis-2-dimethyl-trans-4-ethylcyclopentane	-209290	371.43
62016-66-4	1,trans-2-dimethyl-cis-4-ethylcyclopentane	-209290	371.43
62016-67-5	1,trans-3-dimethyl-1-ethylcyclopentane	-173710	483.32
62016-68-6	1,cis-3-dimethyl-1-ethylcyclopentane	-173710	483.32
62016-70-0	1,1,cis-2,cis-3-tetramethylcyclopentane	-194050	440.96
62016-72-2	1,1,cis-2,cis-4-tetramethylcyclopentane	-194050	440.96
62016-73-3	1,2,2,cis-3-tetramethylcyclopentane	-194050	440.96
62016-74-4	pentacosylcyclopentane	-602050	1274.2
62016-75-5	1-chloroheptadecane	-414890	835.04
62016-76-6	1-chlorononadecane	-454890	917.24
62016-77-7	1-chlorotricosane	-534890	1081.6
62016-78-8	1-chloropentacosane	-574890	1163.8
62016-79-9	1-chloroheptacosane	-614890	1246
62016-80-2	1-chlorooctacosane	-634890	1287.1
62016-81-3	1-chlorononacosane	-654890	1328.2
62016-82-4	1-chlorotriacontane	-674890	1369.3
62016-83-5	1-chlorohentriacontane	-694890	1410.4
62016-84-6	1-chlorodotriacontane	-714890	1451.5
62016-85-7	1-chlorotritriacontane	-734890	1492.6
62016-86-8	1-chlorotetratriacontane	-754890	1533.7
62016-88-0	1-chlorohexatriacontane	-794890	1615.9
62016-89-1	1-chloroheptatriacontane	-1003100	1025.7
62016-90-4	1-chlorooctatriacontane	-834890	1698.1
62016-91-5	1-chlorononatriacontane	-854890	1739.2
62016-92-6	1-chlorotetracontane	-874890	1780.3
62016-93-7	1-chloro-3-methylpentane	-188190	413.61
62016-94-8	1-chloro-4-methylpentane	-188190	413.61
62017-16-7	1,1-dichlorohexane	-212600	464.04
62017-17-8	1,1-dichlorododecane	-336400	701.98
62017-19-0	1,1-dichlorohexadecane	-418900	860.94
62017-20-3	1,1-dichlorooctadecane	-460200	940.25
62017-21-4	1,1-dichlorononadecane	-480800	979.74
62017-22-5	1,1-dichloroeicosane	-501400	1019.6
62017-23-6	1,1-dichloroheneicosane	-513530	1031.3
62017-24-7	1,1-dichlorodocosane	-534170	1070.3
62017-25-8	1,1-dichlorotricosane	-554810	1109.2
62017-26-9	1,1-dichlorotetracosane	-575450	1148.2
62017-27-0	1,1-dichloropentacosane	-596090	1187.1
62017-28-1	1,1-dichlorohexacosane	-616730	1226.1
62017-29-2	1,1-dichloroheptacosane	-637370	1265
62017-30-5	1,1-dichlorooctacosane	-658010	1304
62017-31-6	1,1-dichlorononacosane	-678650	1342.9
62017-32-7	1,1-dichlorotriacontane	-699290	1381.9
62017-33-8	1,1-dichlorohentriacontane	-719930	1420.8
62017-34-9	1,1-dichlorodotriacontane	-740570	1459.8
62017-35-0	1,1-dichlorotritriacontane	-761210	1498.7
62017-36-1	1,1-dichlorotetratriacontane	-781850	1537.7
62017-37-2	1,1-dichloropentatriacontane	-802490	1576.7
62017-38-3	1,1-dichlorohexatriacontane	-823130	1615.6
62017-39-4	1,1-dichloroheptatriacontane	-843770	1654.6
62017-40-7	1,1-dichlorooctatriacontane	-864410	1693.5
62017-41-8	1,1-dichlorononatriacontane	-885050	1732.5
62017-42-9	1,1-dichlorotetracontane	-905690	1771.4
62046-36-0	1,1-dichloroheptadecane	-439500	900.77
62103-66-6	propyl nonyl sulfide	-248990	689.9
62108-44-5	1-bromotricosane	-491720	1103
62108-45-6	1-bromopentacosane	-533000	1180.9
62108-46-7	1-bromoheptacosane	-574280	1258.8
62108-47-8	1-bromononacosane	-615560	1336.7
62108-48-9	1-bromohentriacontane	-656840	1414.6
62108-49-0	1-bromotritriacontane	-698120	1492.5
62108-50-3	1-bromotetratriacontane	-718760	1531.4
62108-51-4	1-bromopentatriacontane	-739400	1570.4
62108-52-5	1-bromoheptatriacontane	-780680	1648.3
62108-53-6	1-bromooctatriacontane	-801320	1687.2
62108-54-7	1-bromononatriacontane	-821960	1726.2
62108-55-8	1-bromotetracontane	-842600	1765.1
62108-56-9	1,1,1-trichlorodecane	-307300	637.67
62108-57-0	1,1,1-trichlorododecane	-348600	716.99
62108-58-1	1,1,1-trichlorotetradecane	-389800	796.64
62108-59-2	1,1,1-trichloropentadecane	-410500	836.12
62108-60-5	1,1,1-trichlorohexadecane	-431100	875.61
62108-61-6	1,1,1-trichloroheptadecane	-451700	915.44
62108-62-7	1,1,1-trichlorooctadecane	-472300	955.26
62108-63-8	1,1,1-trichlorononadecane	-493000	994.75
62108-64-9	1,1,1-trichloroeicosane	-513600	1034.6
62108-65-0	1,1,3-trichloro-2-methylpropane	-183670	393.03
62108-81-0	1-fluoroheptacosane	-796720	1239.4
62108-82-1	1-fluorooctacosane	-817360	1278.4
62108-83-2	1-fluorononacosane	-838000	1317.3
62108-84-3	1-fluorotriacontane	-858640	1356.3
62108-85-4	1-fluorohentriacontane	-879280	1395.2
62108-86-5	1-fluorodotriacontane	-899920	1434.2
62108-87-6	1-fluorotritriacontane	-920560	1473.1
62108-88-7	1-fluorotetratriacontane	-941200	1512.1
62108-89-8	1-fluoropentatriacontane	-961840	1551
62108-90-1	1-fluorohexatriacontane	-982480	1590
62108-91-2	1-fluoroheptatriacontane	-814890	2260.3
62108-92-3	1-fluorooctatriacontane	-1023800	1667.9
62108-93-4	1-fluorononatriacontane	-1044400	1706.8
62108-94-5	1-fluorotetracontane	-1065000	1745.8
62108-95-6	2-fluoro-3-methylbutane	-353200	363.41
62126-74-3	2,4-dimethyl-3-ethylphenol	-213450	453.24
62126-75-4	3,4-dimethyl-5-ethylphenol	-213450	453.24
62126-76-5	3,5-dimethyl-2-ethylphenol	-213450	453.24
62126-77-6	3,5-dimethyl-4-ethylphenol	-213450	453.24
62126-78-7	1-fluoroheneicosane	-672880	1005.7
62126-79-8	1-fluorodocosane	-693520	1044.6
62126-80-1	1-fluorotricosane	-714160	1083.6
62126-81-2	1-fluorotetracosane	-734800	1122.6
62126-82-3	1-fluoropentacosane	-755440	1161.5
62126-83-4	1-fluorohexacosane	-776080	1200.5
62126-84-5	1,1,1-trifluoroheptadecane	-991290	874.4
62126-85-6	1,1,1-trifluorononadecane	-1032600	952.31
62126-86-7	1,1,1-trifluoroeicosane	-1053200	991.26
62126-87-8	1,1-difluorooctatriacontane	-1241100	1636.6
62126-88-9	1,1-difluorononatriacontane	-1261600	1676
62126-89-0	1,1-difluorotetracontane	-1282100	1715.4
62126-90-3	1,2-difluoropropane	-553280	324.75
62126-91-4	1,1-difluoro-2-methylpropane	-528670	356.15
62126-92-5	1,2-difluoro-2-methylpropane	-526860	336.33
62126-93-6	1,3-difluoro-2-methylpropane	-523390	365.68
62126-94-7	1,2-difluoropentane	-544030	404.63
62126-95-8	1,3-difluoropentane	-544030	404.63
62126-96-9	1,4-difluoropentane	-544030	404.63
62126-97-0	1,1,1-trifluoroundecane	-867450	640.69
62126-98-1	1,1,1-trifluorotridecane	-908730	718.6
62126-99-2	1,1,1-trifluorotetradecane	-929370	757.55
62127-00-8	1,1,1-trifluoropentadecane	-950010	796.5
62127-01-9	1,1,1-trifluorohexadecane	-970650	835.45
62127-02-0	1,1-difluorotridecane	-727700	719.17
62127-03-1	1,1-difluorotetradecane	-748400	758.65
62127-04-2	1,1-difluoropentadecane	-769000	798.48
62127-05-3	1,1-difluorohexadecane	-789600	838.3
62127-06-4	1,1-difluoroheptadecane	-810200	878.13
62127-07-5	1,1-difluorooctadecane	-830900	917.62
62127-08-6	1,1-difluorononadecane	-851500	957.11
62127-09-7	1,1-difluoroeicosane	-872100	996.93
62127-10-0	1,1-difluoroheneicosane	-892600	966.39
62127-11-1	1,1-difluorodocosane	-913100	1005.8
62127-12-2	1,1-difluorotricosane	-933600	1045.2
62127-13-3	1,1-difluorotetracosane	-954100	1084.7
62127-14-4	1,1-difluoropentacosane	-974600	1124.1
62127-15-5	1,1-difluorohexacosane	-995100	1163.5
62127-16-6	1,1-difluoroheptacosane	-1015600	1202.9
62127-17-7	1,1-difluorooctacosane	-1036100	1242.3
62127-18-8	1,1-difluorononacosane	-1056600	1281.8
62127-19-9	1,1-difluorotriacontane	-1077100	1321.2
62127-20-2	1,1-difluorohentriacontane	-1097600	1360.6
62127-21-3	1,1-difluorodotriacontane	-1118100	1400
62127-22-4	1,1-difluorotritriacontane	-1138600	1439.4
62127-23-5	1,1-difluorotetratriacontane	-1159100	1478.9
62127-24-6	1,1-difluoropentatriacontane	-1179600	1518.3
62127-25-7	1,1-difluorohexatriacontane	-1200100	1557.7
62127-26-8	1,1-difluoroheptatriacontane	-1220600	1597.1
62127-27-9	1-fluoro-2-methylpentane	-368560	411.89
62127-28-0	1-fluoro-3-methylpentane	-368560	411.89
62127-29-1	1-fluoro-4-methylpentane	-368560	411.89
62127-30-4	2-fluoro-2-methylpentane	-372030	382.54
62127-31-5	2-fluoro-3-methylpentane	-373840	402.36
62127-32-6	2-fluoro-4-methylpentane	-373840	402.36
62127-33-7	3-fluoro-2-methylpentane	-373840	402.36
62127-34-8	1-fluoro-2,2-dimethylbutane	-368560	411.89
62127-35-9	1-fluoro-2,3-dimethylbutane	-372030	382.54
62127-40-6	1,1-difluoropentane	-562700	401.58
62127-41-7	1,1-difluorohexane	-583300	441.4
62127-42-8	1,1-difluorononane	-645200	560.54
62127-43-9	1,1-difluorodecane	-665800	600.36
62127-44-0	1,1-difluoroundecane	-686500	639.52
62127-45-1	1,1-difluorododecane	-707100	679.34
62127-46-2	1,3,3-tribromobutane	-55650	426.08
62127-47-3	2,3,3-tribromobutane	-60930	416.55
62127-48-4	1,3-dibromo-2-(bromomethyl)propane	-52180	455.43
62127-49-5	1,1,1,2-tetrabromopropane	-13960	428.65
62127-50-8	1,1,1,3-tetrabromopropane	-8680	438.17
62127-51-9	1-iodononadecane	-358620	951.71
62127-52-0	1-iodoheneicosane	-399900	1029.6
62127-53-1	1-iododocosane	-420540	1068.6
62127-54-2	1-iodotricosane	-441180	1107.5
62127-55-3	1-iodotetracosane	-461820	1146.5
62127-56-4	1-iodopentacosane	-482460	1185.4
62127-57-5	1-iodoheptacosane	-523740	1263.3
62127-58-6	1,1-dibromo-2-methylbutane	-104430	433.81
62127-59-7	1,1-dibromo-3-methylbutane	-104430	433.81
62127-60-0	2,2-dibromo-3-methylbutane	-107900	404.46
62127-61-1	1,1,1-tribromopropane	-35010	387.13
62127-62-2	1,1,1-tribromobutane	-55650	426.08
62127-63-3	1,1,1-tribromohexane	-96930	503.98
62127-64-4	1,1,1-tribromoheptane	-117570	542.94
62127-65-5	1,1,1-tribromooctane	-138210	581.89
62127-66-6	1,1,1-tribromononane	-158850	620.84
62127-67-7	1,1,1-tribromodecane	-179490	659.79
62127-68-8	1,1,1-tribromoundecane	-200130	698.75
62127-69-9	1,1,1-tribromododecane	-220770	737.7
62127-70-2	1,1,1-tribromotridecane	-241410	776.65
62127-71-3	1,1,1-tribromopentadecane	-282690	854.55
62127-72-4	1,1,1-tribromohexadecane	-303330	893.51
62127-73-5	1,1,1-tribromoheptadecane	-323970	932.46
62127-74-6	1,1,1-tribromooctadecane	-344610	971.41
62127-75-7	1,1,1-tribromononadecane	-365250	1010.4
62127-76-8	1,1,1-tribromoeicosane	-385890	1049.3
62154-74-9	3-iodo-1-butene	71130	353.3
62154-80-7	1-iodooctacosane	-544380	1302.3
62154-81-8	1-iodononacosane	-565020	1341.2
62154-82-9	1-iodotriacontane	-585660	1380.2
62154-83-0	1-iododotriacontane	-626940	1458.1
62154-84-1	1-iodotritriacontane	-647580	1497
62154-85-2	1-iodotetratriacontane	-668220	1405.3
62154-86-3	1-iodopentatriacontane	-688860	1575
62154-87-4	1-iodohexatriacontane	-709500	1613.9
62154-88-5	1-iodoheptatriacontane	-730140	1652.9
62154-89-6	1-iodooctatriacontane	-750780	1691.8
62154-90-9	1-iodononatriacontane	-771420	1730.8
62154-91-0	1-iodotetracontane	-792060	1769.7
62154-92-1	trans-1-iodo-1-butene	68200	360.85
62155-02-6	2-undecanethiol	-241000	641.72
62155-03-7	2-tridecanethiol	-282300	720.03
62155-04-8	2-tetradecanethiol	-302900	759.52
62155-05-9	2-pentadecanethiol	-323500	798.67
62155-06-0	2-octadecanethiol	-385400	916.47
62155-07-1	1-nonadecanethiol	-397600	965.01
62155-08-2	2-eicosanethiol	-426700	994.77
62155-09-3	methyl tridecyl sulfide	-286800	765.22
62155-10-6	methyl pentadecyl sulfide	-328100	843.53
62155-11-7	2-thianonadecane	-369300	922.17
62155-12-8	methyl nonadecyl sulfide	-410600	1000.5
62155-14-0	1,1-diphenyltridecane	-123000	
62155-15-1	1,1-diphenylpentadecane	-171000	
62155-16-2	2',3'-dimethyldiphenylmethane	101000	527.88
62155-25-3	1,1,1-tribromotetradecane	-262050	815.6
62168-03-0	1,1-dibromotetracosane	-491310	1183.4
62168-04-1	1,1-dibromopentacosane	-511950	1222.4
62168-05-2	1,1-dibromohexacosane	-532590	1261.3
62168-06-3	1,1-dibromoheptacosane	-553230	1300.3
62168-07-4	1,1-dibromooctacosane	-573870	1339.2
62168-08-5	1,1-dibromononacosane	-594510	1378.2
62168-09-6	1,1-dibromotriacontane	-615150	1417.1
62168-10-9	1,1-dibromohentriacontane	-635790	1456.1
62168-11-0	1,1-dibromodotriacontane	-656430	1495
62168-12-1	1,1-dibromotritriacontane	-677070	1534
62168-13-2	1,1-dibromotetratriacontane	-697710	1572.9
62168-15-4	1,1-dibromohexatriacontane	-738990	1650.9
62168-16-5	1,1-dibromoheptatriacontane	-759630	1689.8
62168-17-6	1,1-dibromooctatriacontane	-780270	1728.8
62168-18-7	1,1-dibromononatriacontane	-800910	1767.7
62168-19-8	1,1-dibromotetracontane	-821550	1806.7
62168-25-6	1,1-dibromobutane	-78510	404.38
62168-26-7	1,1-dibromooctane	-161070	560.19
62168-27-8	1,1-dibromononane	-181710	599.14
62168-28-9	1,1-dibromoundecane	-222990	677.05
62168-29-0	1,1-dibromododecane	-243630	716
62168-30-3	1,1-dibromotridecane	-264270	754.95
62168-31-4	1,1-dibromotetradecane	-284910	793.9
62168-32-5	1,1-dibromopentadecane	-305550	832.86
62168-33-6	1,1-dibromohexadecane	-326190	871.81
62168-34-7	1,1-dibromoheptadecane	-346830	910.76
62168-35-8	1,1-dibromooctadecane	-367470	949.71
62168-36-9	1,1-dibromononadecane	-388110	988.66
62168-37-0	1,1-dibromoeicosane	-408750	1027.6
62168-38-1	1,1-dibromoheneicosane	-429390	1066.6
62168-39-2	1,1-dibromodocosane	-450030	1105.5
62168-40-5	1,1-dibromotricosane	-470670	1144.5
62168-41-6	2-bromo-3-methylpentane	-151400	421.71
62168-42-7	1-bromo-2,2-dimethylbutane	-146120	431.24
62183-50-0	2,5-dimethyl-6-ethyloctane	-299200	589.45
62183-51-1	2,6-dimethyl-3-ethyloctane	-299900	597.5
62183-52-2	2,6-dimethyl-4-ethyloctane	-303400	597.84
62183-53-3	2,6-dimethyl-5-ethyloctane	-299200	595.49
62183-54-4	2,6-dimethyl-6-ethyloctane	-304500	582.75
62183-55-5	2,7-dimethyl-3-ethyloctane	-302200	592.47
62183-56-6	2,7-dimethyl-4-ethyloctane	-306400	593.14
62183-57-7	3,3-dimethyl-4-ethyloctane	-286600	587.44
62183-58-8	3,3-dimethyl-5-ethyloctane	-298100	591.13
62183-59-9	3,3-dimethyl-6-ethyloctane	-305400	584.09
62183-60-2	3,4-dimethyl-4-ethyloctane	-290800	581.74
62183-61-3	3,4-dimethyl-5-ethyloctane	-290400	593.48
62183-62-4	3,4-dimethyl-6-ethyloctane	-296900	596.5
62183-63-5	3,5-dimethyl-3-ethyloctane	-294900	589.12
62183-64-6	3,5-dimethyl-4-ethyloctane	-283900	600.52
62183-65-7	3,5-dimethyl-5-ethyloctane	-295000	594.15
62183-66-8	3,5-dimethyl-6-ethyloctane	-296300	593.81
62183-67-9	3,6-dimethyl-3-ethyloctane	-302200	588.11
62183-68-0	3,6-dimethyl-4-ethyloctane	-296300	599.85
62183-69-1	4,4-dimethyl-3-ethyloctane	-286600	581.07
62183-70-4	4,4-dimethyl-5-ethyloctane	-286400	585.43
62183-71-5	4,4-dimethyl-6-ethyloctane	-298100	584.76
62183-72-6	4,5-dimethyl-3-ethyloctane	-290400	587.78
62183-73-7	4,5-dimethyl-4-ethyloctane	-290600	580.06
62183-74-8	2,2,3,3-tetramethyloctane	-300200	550.55
62183-75-9	2,2,3,4-tetramethyloctane	-295700	572.35
62183-76-0	2,2,3,5-tetramethyloctane	-307400	570.34
62183-77-1	2,2,3,6-tetramethyloctane	-308200	572.68
62183-78-2	2,2,3,7-tetramethyloctane	-310500	567.65
62183-79-3	2,2,4,4-tetramethyloctane	-298500	561.28
62183-80-6	2,2,4,5-tetramethyloctane	-305200	574.03
62183-81-7	2,2,4,6-tetramethyloctane	-309500	576.37
62183-82-8	2,2,4,7-tetramethyloctane	-312500	571.68
62183-83-9	2,2,5,5-tetramethyloctane	-320100	557.93
62183-84-0	2,2,5,6-tetramethyloctane	-312500	572.68
62183-85-1	4-methyl-5-propyloctane	-291900	599.85
62183-86-2	2-methyl-4-isopropyloctane	-301300	590.46
62183-87-3	2-methyl-5-isopropyloctane	-302000	590.8
62183-88-4	3-methyl-4-isopropyloctane	-286800	598.17
62183-89-5	3-methyl-5-isopropyloctane	-299000	595.49
62183-90-8	4-methyl-4-isopropyloctane	-293800	579.06
62183-91-9	4-methyl-5-isopropyloctane	-286600	596.5
62183-92-0	3,4-diethyloctane	-289600	599.18
62183-93-1	3,5-diethyloctane	-295100	604.21
62183-94-2	3,6-diethyloctane	-295900	600.86
62183-95-3	2,2-dimethyl-3-ethyloctane	-293100	584.09
62183-96-4	2,2-dimethyl-4-ethyloctane	-303500	583.75
62183-97-5	2,2-dimethyl-5-ethyloctane	-310600	581.07
62183-98-6	2,2-dimethyl-6-ethyloctane	-310800	576.71
62183-99-7	2,3-dimethyl-3-ethyloctane	-293900	581.74
62184-00-3	2,3-dimethyl-4-ethyloctane	-293300	591.13
62184-01-4	2,3-dimethyl-5-ethyloctane	-299700	597.84
62184-02-5	2,3-dimethyl-6-ethyloctane	-300500	594.15
62184-03-6	2,4-dimethyl-3-ethyloctane	-286800	598.17
62184-04-7	2,4-dimethyl-4-ethyloctane	-297300	588.78
62184-05-8	2,4-dimethyl-5-ethyloctane	-298400	593.14
62184-06-9	2,4-dimethyl-6-ethyloctane	-303400	592.14
62184-07-0	2,5-dimethyl-3-ethyloctane	-299000	595.49
62184-08-1	2,5-dimethyl-4-ethyloctane	-298400	593.14
62184-09-2	2,5-dimethyl-5-ethyloctane	-304400	586.1
62184-10-5	2,4,6-trimethylnonane	-305300	597.5
62184-11-6	2,4,7-trimethylnonane	-306200	599.52
62184-12-7	2,5,5-trimethylnonane	-309600	583.75
62184-13-8	2,5,6-trimethylnonane	-301800	597.5
62184-14-9	2,5,7-trimethylnonane	-306200	599.52
62184-15-0	2,6,6-trimethylnonane	-309600	583.75
62184-16-1	2,6,7-trimethylnonane	-302000	598.85
62184-17-2	2,7,7-trimethylnonane	-309700	586.44
62184-18-3	3,3,4-trimethylnonane	-297100	584.09
62184-19-4	3,3,5-trimethylnonane	-300100	592.81
62184-20-7	3,3,6-trimethylnonane	-307400	591.47
62184-21-8	3,3,7-trimethylnonane	-307300	589.45
62184-22-9	3,4,4-trimethylnonane	-297100	583.42
62184-23-0	3,4,5-trimethylnonane	-293100	597.5
62184-24-1	3,4,6-trimethylnonane	-298800	602.2
62184-25-2	3,5,5-trimethylnonane	-300200	591.8
62184-26-3	3,5,6-trimethylnonane	-298800	602.2
62184-27-4	3,5,7-trimethylnonane	-303200	598.51
62184-28-5	3,6,6-trimethylnonane	-307300	589.12
62184-29-6	4,4,5-trimethylnonane	-297000	581.74
62184-30-9	4,4,6-trimethylnonane	-300000	590.12
62184-31-0	4,5,5-trimethylnonane	-297000	581.74
62184-32-1	4-tert-butyloctane	-292900	582.75
62184-33-2	2-methyl-4-propyloctane	-299300	604.88
62184-34-3	2-methyl-5-propyloctane	-299900	599.85
62184-35-4	3-methyl-4-propyloctane	-292100	607.23
62184-36-5	3-methyl-5-propyloctane	-297000	604.21
62184-37-6	2-methyl-4-ethylnonane	-299400	606.56
62184-38-7	2-methyl-5-ethylnonane	-300100	606.89
62184-39-8	2-methyl-6-ethylnonane	-300100	606.89
62184-40-1	2-methyl-7-ethylnonane	-300300	602.87
62184-41-2	3-methyl-4-ethylnonane	-292300	608.57
62184-42-3	3-methyl-5-ethylnonane	-297200	611.26
62184-43-4	3-methyl-6-ethylnonane	-297800	612.26
62184-44-5	3-methyl-7-ethylnonane	-298000	607.9
62184-45-6	4-methyl-3-ethylnonane	-292300	602.87
62184-46-7	4-methyl-5-ethylnonane	-292100	607.23
62184-47-8	4-methyl-6-ethylnonane	-297000	609.91
62184-48-9	4-methyl-7-ethylnonane	-297800	606.22
62184-49-0	5-methyl-3-ethylnonane	-297200	605.55
62184-50-3	2,2,4-trimethylnonane	-305600	585.09
62184-51-4	2,2,5-trimethylnonane	-312700	582.41
62184-52-5	2,2,6-trimethylnonane	-312700	582.41
62184-53-6	2,2,7-trimethylnonane	-312900	583.75
62184-54-7	2,2,8-trimethylnonane	-315200	578.72
62184-55-8	2,3,3-trimethylnonane	-300200	583.42
62184-56-9	2,3,4-trimethylnonane	-296100	594.49
62184-57-0	2,3,5-trimethylnonane	-301800	599.18
62184-58-1	2,3,6-trimethylnonane	-302400	599.85
62184-59-2	2,3,7-trimethylnonane	-302600	601.19
62184-60-5	2,3,8-trimethylnonane	-304900	596.16
62184-61-6	2,4,4-trimethylnonane	-302500	586.44
62184-62-7	2,4,5-trimethylnonane	-301100	596.83
62184-67-2	3-ethylthiacyclopentane	-80800	
62184-71-8	4-isopropylnonane	-295100	604.21
62184-72-9	5-isopropylnonane	-295100	598.51
62184-73-0	2-methyl-3-ethylnonane	-295300	605.55
62184-74-1	1-nonylcyclopentene	-165100	
62184-75-2	1-decylcyclopentene	-185900	
62184-76-3	1-undecylcyclopentene	-206700	
62184-77-4	1-dodecylcyclopentene	-227500	
62184-78-5	1-tridecylcyclopentene	-248200	
62184-79-6	1-tetradecylcyclopentene	-269000	
62184-80-9	1-pentadecylcyclopentene	-289800	
62184-81-0	1-hexadecylcyclopentene	-310600	
62184-82-1	1,3-dimethylcyclopentene	-29700	361.41
62184-89-8	2,2-dimethyl-4,4-diethylhexane	-288300	546.52
62184-91-2	2,3-dimethyl-4,4-diethylhexane	-272500	564.97
62184-92-3	2,4-dimethyl-3,3-diethylhexane	-255800	560.94
62184-93-4	2,4-dimethyl-3,4-diethylhexane	-265900	562.62
62184-94-5	2,5-dimethyl-3,3-diethylhexane	-280200	572.35
62184-95-6	2,5-dimethyl-3,4-diethylhexane	-278700	579.73
62184-96-7	3,3-dimethyl-4,4-diethylhexane	-255900	540.15
62184-97-8	3,4-dimethyl-3,4-diethylhexane	-267400	554.91
62184-98-9	2,2,3,3-tetramethyl-4-ethylhexane	-276200	537.47
62184-99-0	2,2,3,4-tetramethyl-3-ethylhexane	-263400	538.47
62185-00-6	2,2,3,4-tetramethyl-4-ethylhexane	-276700	536.13
62185-01-7	2,2,3,5-tetramethyl-3-ethylhexane	-263400	538.47
62185-02-8	2,2,3,5-tetramethyl-4-ethylhexane	-287600	559.6
62185-03-9	2,2,4,4-tetramethyl-3-ethylhexane	-250100	538.14
62185-04-0	2,2,4,5-tetramethyl-3-ethylhexane	-276900	551.55
62185-05-1	2,2,4,5-tetramethyl-4-ethylhexane	-289700	545.85
62185-06-2	2,2,5,5-tetramethyl-3-ethylhexane	-303400	547.53
62185-07-3	2,3,3,4-tetramethyl-4-ethylhexane	-269900	543.17
62185-08-4	2,3,3,5-tetramethyl-4-ethylhexane	-267300	547.19
62185-09-5	2,3,4,4-tetramethyl-3-ethylhexane	-259600	537.13
62185-10-8	2,3,4,5-tetramethyl-3-ethylhexane	-275500	563.29
62185-11-9	2,2,3,3,4,4-hexamethylhexane	-267500	500.91
62185-12-0	2,2,3,3,4,5-hexamethylhexane	-281800	528.41
62185-13-1	2,2,3,4,4,5-hexamethylhexane	-278000	521.03
62185-14-2	2,2,3,4,5,5-hexamethylhexane	-296600	528.08
62185-15-3	2,2,4-trimethyl-3,3-diethylpentane	-229100	522.37
62185-16-4	2,4-dimethyl-3-ethyl-3-isopropylpentane	-225400	522.71
62185-17-5	2,2,3,4-tetramethyl-3-isopropylpentane	-233700	503.93
62185-18-6	2,2,4,4-tetramethyl-3-isopropylpentane	-216400	504.93
62185-19-7	3,4,4,6-tetramethyloctane	-294700	577.71
62185-20-0	3,4,5,5-tetramethyloctane	-289200	575.03
62185-21-1	3,4,5,6-tetramethyloctane	-291400	578.05
62185-22-2	4,4,5,5-tetramethyloctane	-293200	541.16
62185-23-3	2-methyl-4-tert-butylheptane	-299100	568.99
62185-24-4	3-methyl-4-tert-butylheptane	-275700	567.65
62185-25-5	4-methyl-4-tert-butylheptane	-287000	552.9
62185-26-6	3-ethyl-4-propylheptane	-289400	591.8
62185-27-7	3-ethyl-4-isopropylheptane	-284100	588.45
62185-28-8	4-ethyl-4-isopropylheptane	-280300	580.4
62185-29-9	2,2,3,4-tetramethyl-3-pentanol	-404100	470.19
62185-30-2	2,3-dimethyl-4-propylheptane	-293200	583.42
62185-31-3	2,4-dimethyl-4-propylheptane	-297100	581.07
62185-32-4	2,5-dimethyl-4-propylheptane	-298400	593.14
62185-33-5	2,6-dimethyl-4-propylheptane	-305500	585.43
62185-34-6	3,3-dimethyl-4-propylheptane	-286400	580.06
62185-35-7	3,4-dimethyl-4-propylheptane	-290700	573.35
62185-36-8	3,5-dimethyl-4-propylheptane	-283900	594.82
62185-37-9	2,2-dimethyl-3-isopropylheptane	-278600	565.31
62185-38-0	2,2-dimethyl-4-isopropylheptane	-305400	567.65
62185-39-1	2,3-dimethyl-3-isopropylheptane	-283400	566.31
62185-40-4	2,3-dimethyl-4-isopropylheptane	-287800	580.4
62185-41-5	2,4-dimethyl-3-isopropylheptane	-272400	572.68
62185-42-6	2,4-dimethyl-4-isopropylheptane	-293600	568.66
62185-43-7	2,5-dimethyl-3-isopropylheptane	-293700	580.73
62185-44-8	2,5-dimethyl-4-isopropylheptane	-293100	584.09
62185-45-9	2,6-dimethyl-3-isopropylheptane	-296700	576.04
62185-46-0	3,3-dimethyl-4-isopropylheptane	-272100	568.32
62185-47-1	3,4-dimethyl-4-isopropylheptane	-280300	572.35
62198-55-4	2,3,4-trimethyl-4-ethylheptane	-285900	570.34
62198-56-5	2,3,4-trimethyl-5-ethylheptane	-291600	571.68
62198-57-6	2,3,5-trimethyl-3-ethylheptane	-291400	576.04
62198-58-7	2,3,5-trimethyl-4-ethylheptane	-285100	584.42
62198-59-8	2,3,5-trimethyl-5-ethylheptane	-297600	577.04
62198-60-1	2,3,6-trimethyl-3-ethylheptane	-300800	568.32
62198-61-2	2,3,6-trimethyl-4-ethylheptane	-299600	577.04
62198-62-3	2,3,6-trimethyl-5-ethylheptane	-301800	583.08
