CAS	Tm	Tb	Vms	Vml
77-78-1	246.15	460.65		9.4677976e-05
77-79-2	337.9	422.9		
77-80-5	415.15			
77-81-6	223.15	513.15		0.00015109972
77-83-8		546.65		
77-84-9	313.45	498.95		
77-85-0	477.15		8.0206943e-05	
77-86-1	444.65		0.0001959877	
77-89-4				
77-90-7	193.15			0.00038478011
77-91-8	379.15			
77-92-9	426.15	415.65	0.00011538739	
77-93-0	218.15	567.15		0.0002430117
77-94-1	253.15			
77-95-2	435.65			
77-99-6	331.15	433.15		
770-00-3	445.65			
770-04-7				
770-05-8	443.15			
770-08-1	383.15			
770-09-2		463.65		
770-10-5				
770-12-7		515.15		
770-19-4	415.15			
770-20-7	485.65			
770-22-9	365.15			
770-27-4				0.00014270645
770-35-4		515.85		
770-36-5	307.15			
770-37-6	296.15		0.00013733775	
770-39-8	308.65		0.00013457299	
770-40-1	281.65			
770-71-8	388.15			
770-74-1	399.65			
770-86-5				
770-90-1				
770-95-6				0.00017898261
7700-17-6				0.00026409244
77017-20-0	487.15			
7702-38-7	478.15			
77022-93-6	361.65			
77027-84-0				0.00014985136
77029-83-5	482.65			
7703-83-5	501.65			
77037-40-2	530.15			
7704-34-9	389.55	717.75	1.5269048e-05	
7704-40-7	566.15			
7704-67-8	439.65			
77045-28-4				
7705-07-9	452.15			
7705-08-0	573.15	589.15	5.5971014e-05	
77058-74-3	429.65			
7706-67-4	422.15			
7706-68-5	369.65			
7706-82-3				
77062-85-2				
77069-11-5	330.65			
77086-21-6	341.9			
77087-96-8	391.65			
77093-93-7	417.4			
77093-96-0	480.15			
77094-11-2	569.15			
771-03-9	385.15			
771-08-4	486.15			
771-11-9	421.15			
771-12-0	399.15			
771-16-4	376.15			
771-17-5				
771-29-9	329.15			
771-50-6	479.65			
771-51-7	308.4			
771-56-2	243.35	390.65		
771-60-8	308.65	426.15		
771-61-9	305.95	418.75		
771-62-0	249.15	416.15		
771-63-1	439.65			
771-69-7				
771-84-6	421.65			
771-97-1	472.15			
771-98-2	262.15	525.15		0.00016016194
771-99-3	333.65	530.15		
7710-20-5	336.95			
77101-52-1	375.65			
77102-82-0	442.15			
7711-51-5	372.15			
77112-53-9	553.15			
77117-48-7	235.45	428.15		
7712-50-7		410.65		
77123-56-9	349.4			
77123-58-1	320.65			
77123-59-2	322.65			
77123-63-8				
7713-58-8	317.15			
7713-69-1		375.65		
7713-72-6	393.15			
77147-78-5	428.65			
77150-95-9	325.9			
77151-49-6	444.65			
77152-23-9	495.15			
77152-98-8	385.15			
77153-75-4				
77156-16-2	516.15			
7716-59-8	444.15			
7716-60-1	351.15			
7716-66-7	313.15			
77164-20-6	350.65			
77164-22-8	357.65			
77168-84-4	543.65			
77168-85-5	314.65			
7717-62-6	346.65			
7717-73-9	329.15			
7717-76-2	503.4			
77174-66-4	422.4			
77175-51-0	345.65			
77177-21-0	342.65			
7718-54-9	1274.15	1243.15	3.6922906e-05	
77181-26-1	469.65			
77181-69-2	455.15			
77182-66-2	428.15			
77182-82-2	488.15		0.00014154097	
77184-98-6	397.65			
77189-09-4				0.00022266572
7719-02-0	230.15			0.0001698495
7719-03-1				0.00018593322
7719-09-7	168.65	349.15		7.2631258e-05
7719-12-2	161.15	349.15		8.7249047e-05
77191-36-7	426.15			
77199-00-9	345.15			
77199-10-1	381.15			
772-00-9		520.15		
772-01-0	314.15	526.15		
772-03-2	557.65		0.00014515526	
772-15-6				
772-31-6				
772-43-0	450.65			
772-46-3	356.9		0.00016852042	
772-54-3		484.65		
772-60-1				0.00017321192
772-65-6				
772-71-4				
772-79-2				0.00016108559
7720-36-7				
7720-41-4	395.65			
7720-42-5	429.15			
7720-78-7				
7720-83-4	423.15	652.15		
77201-14-0				
7721-01-9	491.4	506.15		
7721-14-4	330.65			
7721-54-2	455.15			
7721-62-2	349.15			
77213-42-4	387.15			
7722-19-2	499.15			
7722-64-7	513.15		5.8904403e-05	
7722-76-1	463.15	360.55	6.3796839e-05	
7722-84-1	272.72	425.15		2.3577123e-05
7722-86-3	314.15			
7722-88-5	1261.15		7.9307361e-05	
77220-86-1	358.15			
7723-14-0	317.25	553.15	1.6925552e-05	
77234-67-4	532.65			
77237-89-9				
7724-09-6	341.15			
7724-48-3	388.15			
7724-76-7	415.65			
77256-02-1				
7726-03-6	363.15			
7726-23-0	310.15			
7726-95-6	265.9	331.93		5.1385852e-05
7726-97-8	419.65			
77261-21-3	374.15			
77261-22-4	398.15			
77269-11-5	382.15			
7727-15-3	370.65	528.15	8.3341731e-05	
7727-18-6	196.15	399.65		9.4751176e-05
7727-21-1				
7727-33-5	572.65			
7727-37-9	63.14	77.36		
7727-43-7	1853.15		5.2428837e-05	
7727-54-0				
7727-73-3	305.55		9.5262692e-05	
7727-79-9	426.8			
77278-63-8	343.65			
77279-89-1	372.65			
7728-40-7	321.15			
7728-73-6	414.15			
7728-98-5	479.15			
77284-64-1	334.15			
7729-23-9	374.15			
7729-75-1	406.65			
77290-89-2				
77294-15-6				
77298-64-7	522.65			
773-01-3	496.15			
773-14-8		274.15		
773-15-9		315.65		
773-41-1	316.15			
773-47-7				
773-64-8	329.15			
773-76-2	452.65			
773-82-0	275.55	435.15		
773-99-9	335.15			
7730-20-3	528.15			
7730-40-7				
7730-87-2	480.15			
77301-42-9	387.15			
77303-64-1				
77307-50-7	421.15			
7731-02-4		487.15		
7731-28-4	263.95	446.15		0.00012381004
7731-29-5	353.4	447.15	0.00012507119	
7731-34-2				
77317-55-6	356.65			
7732-18-5	273.15	373.15		1.7962649e-05
7732-92-5	491.15			
77326-36-4	399.15			
77326-37-5	444.65			
77326-42-2	339.65			
77326-46-6	414.15			
77326-61-5	508.15			
7733-02-0				
7733-78-0				0.00015524302
77332-77-5				
77332-78-6				
77332-80-0	325.9			
77335-96-7	423.15			
77337-73-6	543.15			
77337-82-7	377.15			
77340-95-5	445.65			
77341-67-4	334.15			
77344-61-7				
77344-69-5				
77344-70-8				
7735-38-8	350.65			
7735-42-4	364.5			
7735-43-5	376.15			
7735-44-6	308.9			
77351-02-1	562.15			
77355-01-2	353.65			
77355-02-3	379.65			
77355-03-4	352.65			
77355-04-5	411.15			
7737-16-8	313.15			
7737-17-9	346.65			
7737-41-9		475.65		
7737-62-4				
77375-78-1	327.15			
77377-52-7		442.15		
77378-06-4	378.65			
77378-59-7	343.65			
7738-39-8	495.65			
7738-93-4	467.15			
7738-94-5	469.15		5.2565514e-05	
773850-91-2	479.65			
773855-60-0	471.15			
77387-64-5	436.15			
773873-50-0	405.65			
773875-68-6	351			
773881-44-0	390.65			
773893-03-1	411.65			
77392-58-6	523.15			
774-07-2	535.65			
774-20-9	319.65			
774-21-0	456.65			
774-22-1	336.15			
774-40-3	308.15	423.15		
774-44-7				
774-48-1	534.15	383.15	0.00018415326	
774-55-0				
774-65-2		486.15		
774-67-4	368.65			
774-74-3	326.15			
774-95-8	360.65			
774-99-2				
7740-07-0				
77402-03-0	349.15			
7741-28-8	570.65	486.65		
7741-47-1	444.15			
77415-66-8	334.15			
7742-73-6	396.15			
774213-82-0	482.15			
7743-94-4				0.00013344141
7743-96-6	392.15			
77444-88-3	382.15			
7745-91-7	299.15	528.65		
7745-92-8	331.15			
7745-93-9	351.15			
7745-94-0	466.15			
77457-02-4	544.15			
7746-28-3	421.65			
7746-31-8	437.65			
7746-36-3	474.65			
77464-39-2	471.15			
7747-34-4				
7747-35-5				
77470-77-0	436.15			
77472-70-9	403.15			
77472-71-0	427.65			
77474-63-6	440.65			
7748-58-5	362.15			
77483-50-2	421.15			
7749-49-7	493.65			
7749-52-2	333.65			
7749-55-5	427.15			
7749-61-3	465.65			
77498-98-7	512.15			
775-01-9	410.15			
775-06-4	548.15			
775-12-2	352.15		0.0001850502	
775-15-5				0.00016583084
775-16-6				
775-31-5	338.15			
775-56-4		491.15		
77501-90-7	338.15			
77505-86-3	391.9			
77505-90-9	443.4			
77513-58-7				0.00013323505
77517-27-2	421.15			
7752-55-8	579.15			
7752-72-9	483.15			
7752-82-1	510.65			
77527-97-0	391.15			
77528-47-3	347.65			
77528-64-4				
77528-65-5				
77528-66-6	378.65			
77528-67-7				
7753-56-2	464.15			
7753-60-8	506.15			
77532-85-5	308.15			
77532-87-7	397.15			
77532-90-2	394.15			
7754-40-7	573.15			
77542-07-5	409.15			
77549-03-2	450.15			
77549-04-3	430.65			
7755-92-2	479.15			
77550-10-8	428.65		0.00031180796	
77554-95-1				0.00017845684
77557-02-9	372.15			
7756-87-8	310.15			
7756-94-7	197.15	453.15		7.3264978e-05
7756-96-9		455.15		
77563-28-1				
77565-39-0	372.15			
7757-79-1	607.15		4.8416852e-05	
7757-82-6	1161.15	375.15	4.5326937e-05	
7757-83-7				
7757-86-0				
7757-87-1	1457.15			
7757-88-2				
7757-93-9				
7757-97-3	388.15			
7758-01-2	623.15		5.0301928e-05	
7758-02-3	1003.15	1708.15	4.3273564e-05	
7758-05-6	833.15		5.4022339e-05	
7758-09-0	714.15		4.4966966e-05	
7758-19-2				
7758-23-8				
7758-29-4	895.15		0.00011148601	
7758-47-6	485.65			
7758-87-4	1943.15		4.3972351e-05	
7758-88-5	1732.15		3.2176169e-05	
7758-89-6	695.15			
7758-94-3	947.15	1296.15	4.0111076e-05	
7758-95-4	774.15	1223.15	4.7539487e-05	
7758-97-6	1117.15		5.313882e-05	
7758-98-7	863.15		4.4895689e-05	
7758-99-8	383.15		7.8582572e-05	
7759-01-5	1403.15			
7759-02-6	1878.15			
77599-17-8	370.15			
776-04-5				
776-16-9	380.4			
776-19-2	478.15			
776-34-1	469.15			
776-35-2	307.65	441.65		
776-41-0	355.15			
776-53-4	400.65			
776-74-9	318.15			
776-75-0	322.15	593.65		
776-76-1		539.65		
776-86-3	458.15		0.00014027007	
776-88-5	303.65			
776-99-8	410.65			
7761-45-7	548.65		0.00018123232	
7761-72-0	498.65			
7761-80-0	389.65			
7761-88-8	485.15		3.1940381e-05	
77614-49-4		397.65		
7762-32-5	437.65			
77628-52-5	428.65			
7763-16-8	425.15			
7763-65-7	488.65			
7763-77-1		320.65		
7763-96-4	472.15			
7763-98-6	315.15			
77635-17-7	442.15			
77635-21-3				
77635-32-6	326.65			
7764-29-6	463.15			
7764-30-9	502.15			
7764-50-3		360.65		
7764-95-6	354.15			
77642-19-4	517.15			
77646-17-4	502.65			
7765-11-9	401.65			
7765-82-4	467.15			
77650-95-4	406.15			
77655-25-5	434.15			
7766-37-2	370.65			
7766-51-0				
7766-52-1				0.00017594619
77668-42-9	325.65			
77671-31-9	529.15			
77674-99-8	407.65			
7768-28-7				
7769-79-1	495.65			
77690-83-6	442.65			
777-11-7	386.65			
777-34-4	552.15			
777-37-7	295.15	505.15		
777-38-8				
777-44-6	364.15			
777-47-9	492.65			
777-50-4	447.15			
777-52-6	326.15			
777-80-0				0.00018927993
7770-09-4	339.35			
7770-47-0	425.65			
7770-78-7	373.65			
777061-22-0	378.65			
777074-53-0	400.65			
77709-03-6	393.65			
7771-44-0	223.65			
77712-92-6	556.15			
7772-37-4	529.65			
7772-79-4	460.15			
7772-86-3	478.15			
7772-98-7	321.15		8.2263857e-05	
7772-99-8	519.15	896.15	4.8617179e-05	
77726-82-0	340.9			
77727-18-5	371.65			
7773-01-5	923.15	1463.15	4.2272102e-05	
7773-03-7	463.15			
7773-06-0	404.15	433.15		
7773-34-4	396.65		0.00025684575	
7773-52-6	353.65			
7773-56-0	422.65			
77731-11-4	409.65			
77732-09-3	377.15			
7774-29-0	532.15	623.15	7.2356519e-05	
7774-34-7	572.15			
7774-44-9		513.65		
7774-47-2				
7774-68-7				
7774-73-4		444.15		
7774-74-5		444.25		
7774-79-0				0.0001657607
7774-82-5				
7774-96-1				0.00015911424
77744-53-7	472.15			
7775-00-0				
7775-09-9	521.15	395.15	4.2979564e-05	
7775-11-3	1065.15		5.1837996e-05	
7775-14-6	440.15			
7775-19-1	1239.15	1707.15	2.7113437e-05	
7775-27-1				
7775-41-9	708.15	1423.15	2.1679187e-05	
77753-71-0				0.00020900679
7776-33-2	533.15			
7776-34-3	428.15			
7776-48-9	375.15			
7776-66-1				0.00014016729
77771-02-9	304.15			
77779-36-3	598.65		0.00024042276	
77779-60-3	602.65		0.00022524138	
7778-18-9	1723.15		4.6674486e-05	
7778-39-4	308.15		6.4518182e-05	
7778-43-0	330.15		8.8199353e-05	
7778-44-1	1728.15		5.028205e-05	
7778-50-9	671.15		9.6077048e-05	
7778-53-2	1613.15			
7778-54-3	373.15		3.9378017e-05	
7778-74-7	798.15		5.5160806e-05	
7778-77-0	526.15		5.8586958e-05	
7778-80-5	1340.15	1962.15	5.1570218e-05	
7778-83-8				0.00018125
7778-85-0		369.15		
7778-87-2	209.65	481.15		0.00019523971
777857-43-9	474.65			
777857-46-2	482.15			
777857-47-3	541.65			
777857-48-4	473.65			
777857-51-9	537.15			
777857-53-1	542.65			
777857-54-2	497.65			
7779-17-1	324.65			
7779-27-3		308.15		
7779-30-8				0.00022401737
7779-31-9				0.00022723933
7779-50-2				
7779-54-6				
7779-65-9				0.00021855226
7779-75-1	451.15		0.00016314324	
7779-78-4	402.15			
7779-80-8		481.15		
7779-81-9		449.65		
7779-88-6	255.15			
7779-90-0				
77790-76-2	333.15			
77791-08-3	379.15			
777934-42-6	426.15			
77794-93-5	387.65			
778-22-3	302.15	555.65	0.0001971179	
778-25-6	440.15		0.00019773063	
778-28-9				0.0002017051
778-36-9	428.65			
778-66-5	321.65	557.65	0.00019280468	
778-82-5	392.65			
778-83-6	388.65			
778-94-9	320.65			
7780-04-3	344.65			
7780-06-5	312.15		0.00018434109	
7780-20-3	402.15			
77802-23-4	328.15			
77802-35-8	401.15			
77803-46-4	410.65			
7781-21-7	435.15			
7781-29-5	444.15			
7781-49-9	458.65			
7781-98-8	347.15			
7782-24-3	424.65			
7782-26-5	303.45			
7782-39-0		23.66		
7782-40-3				
7782-41-4	53.54	85.02		
7782-42-5	3925.15		5.5605093e-06	
7782-44-7	54.75	90.19		
7782-49-2	466.65	958.15	1.645e-05	
7782-50-5	167.65	239.11		
7782-61-8	320.15			
7782-63-0				
7782-64-1	1203.15			
7782-65-2	108.15	184.65		
7782-68-5	383.15		3.7993521e-05	
7782-78-7	346.65			
7782-79-8	193.15	310.15		
7782-89-0	663.15		1.9493701e-05	
7782-92-5	483.15	673.15	2.8066439e-05	
7782-94-7	422.65			
7782-95-8	523.15			
7782-99-2				
7783-00-8	343.15		4.2932756e-05	
7783-06-4	187.66	212.82		
7783-07-5	207.42	231.85		
7783-08-6	331.15	533.15		
7783-09-7	216.15	273.15		
7783-18-8	423.15		7.8126623e-05	
7783-20-2	610.65		6.5070096e-05	
7783-26-8		326.05		
7783-28-0	428.15		7.1047376e-05	
7783-29-1	183.15	382.15		0.00014838788
7783-33-7				
7783-35-9				
7783-36-0				
7783-40-6	1498.15	2533.15	2.0977039e-05	
7783-41-7	49.35	128.4		
7783-42-8	143.65	229.35		
7783-43-9	287.65	398.15		
7783-44-0	113.15	330.15		
7783-46-2	1097.15	1566.15		
7783-47-3	486.15	1123.15	3.428836e-05	
7783-48-4	1673.15	2733.15	2.9308634e-05	
7783-49-5	1145.15	1773.15	2.1097307e-05	
7783-50-8				
7783-51-9		1223.15		
7783-54-2	64.65	144.15		
7783-55-3	113.15	178.15		
7783-56-4	565.15	649.15	4.0821012e-05	
7783-58-6	258.15	236.65		
7783-60-0	152.15	235.15		
7783-61-1	177.45	187.15		
7783-62-2		978.15		
7783-64-4	1478.15			
7783-66-6		373.65		
7783-68-8	353.15	508.05	6.9708179e-05	
7783-70-2	281.45	414.15		6.9987735e-05
7783-71-3	369.65	502.65	5.8215172e-05	
7783-72-4		384.35		6.7046548e-05
7783-77-9	290.15	308.15		
7783-79-1	222.35			
7783-80-4				
7783-81-5	338.15	329.15	6.9159004e-05	
7783-82-6	275.65	292.65		8.657861e-05
7783-90-6	728.15		2.6053663e-05	
7783-92-8				
7783-93-9	267			
7783-96-2	825.15	1779.15	4.1406115e-05	
7783-98-4				
7783-99-5	494.15			
77837-46-8	354.15			
7784-09-0	1285.15			
7784-18-1	1564.15	1533.15	2.7089273e-05	
7784-21-6				
7784-23-8	452.65	659.15	0.00010243592	
7784-25-0	367.65		5.7996138e-05	
7784-26-1	363.15			
7784-28-3	333.15		9.9143324e-05	
7784-30-7				
7784-33-0	304.25	494.15	9.2538235e-05	
7784-34-1	257.15	403.15		8.4512821e-05
7784-35-2	267.25	330.95		4.8859259e-05
7784-36-3	193.35	220.35		
7784-40-9	553.15		5.8748615e-05	
7784-41-0	561.15		6.3146606e-05	
7784-42-1	157.15	210.65		
7784-45-4	414.05	697.15	9.7192833e-05	
7784-46-5				
7784-54-5	402.15			
7784-67-0	332.65			
7784-80-7				0.00015041895
77845-98-8	357.65			
7785-23-1	705.15		2.9021978e-05	
7785-26-4	212.15	430.15		0.00016034699
7785-33-3		423.15		
7785-53-7				
7785-64-0				0.00017187809
7785-70-8	211.15	428.65		0.0001609983
7785-84-4				
7785-87-7	973.15		4.770228e-05	
7786-29-0		349.65		
7786-30-3	985.15	1685.15	4.1039224e-05	
7786-34-7	280.05			0.00017932
7786-44-9		373.15		
7786-48-3				
7786-61-0	386.15			
7786-67-6				0.00016397364
7786-81-4	1113.15		3.9095232e-05	
778611-65-7				
77866-58-1		486.15		0.00015760665
77868-79-2	339.65			
77868-84-9				
77868-85-0	357.65			
77869-40-0	431.65			
7787-20-4	278.15	466.15		0.00012692179
7787-32-8	1562.15	2533.15	3.5853539e-05	
7787-34-0				
7787-36-2	473.15		6.8241536e-05	
7787-42-0	1746.15		6.0247865e-05	
7787-46-4	760.15			
7787-47-5	672.35	755.45	4.2062201e-05	
7787-49-7	828.15	1433.15	2.3670185e-05	
7787-53-3	753.15			
7787-58-8	492.15			
7787-59-9				
7787-60-2	497.15	987.15		8.1483049e-05
7787-61-3	1030.15		3.3582779e-05	
7787-62-4		503.15		
7787-64-6	681.15	773.15		
7787-69-1	909.15			
7787-70-4	777.15	1618.15	3.0391949e-05	
7787-71-5	281.92	398.9		4.8840528e-05
7787-82-8		409.65		
7787-84-0		408.65		
7787-85-1		430.15		
7787-87-3		391.15		
7787-93-1				
77877-20-4	369.65			
7788-96-7	304.75			
7788-98-9	458.15		7.2368757e-05	
77881-13-1	484.65			
77882-24-7	433.65			
77883-50-2				
77887-88-8				0.00018414286
77887-91-3				
77888-06-3	411.15			
77889-90-8	561.65			
7789-00-6	1248.15		5.7548674e-05	
7789-02-8	310.15			
7789-06-2	1473.15		5.2725533e-05	
7789-09-5				
7789-17-5	894.15	1573.15		
7789-18-6	518.15		5.3801535e-05	
7789-19-7	1043.15		2.0936661e-05	
7789-20-0	276.96	374.57		1.6318188e-05
7789-21-1	184.15	436.15		5.7977984e-05
7789-23-3	1129.15			
7789-24-4	1121.15	1954.15	9.8255315e-06	
7789-25-5		213.65		
7789-26-6				
7789-27-7	600.15	928.15	2.6720299e-05	
7789-29-9	500.15			
7789-30-2	212.65	313.91		7.1086002e-05
7789-33-5	551.65			
7789-38-0	654.15		4.5492636e-05	
7789-39-1	965.15			
7789-40-4	733.15	1088.15	3.7904973e-05	
7789-41-5	1003.15		5.9667463e-05	
7789-42-6	839.15	1236.15	5.243047e-05	
7789-43-7	949.75		4.4559218e-05	
7789-45-9	771.15	1173.15	4.7421231e-05	
7789-46-0	962.15	1240.15		
7789-47-1	510.15	595.15	5.9569917e-05	
7789-48-2	438.15		4.9492742e-05	
7789-51-7	314.75	490.15		7.537574e-05
7789-54-0	500.15			
7789-57-3	199.65	391.95		
7789-59-5	328.65	465.15	0.00010159107	
7789-60-8	231.65	446.35		9.4978947e-05
7789-61-9	369.15	561.15	8.7143684e-05	
7789-65-3	396.15			
7789-66-4	278.15	427.15		0.0001254329
7789-67-5	304.15	476.65	0.00013123653	
7789-68-6	312.15	503.15	0.00011307169	
7789-75-5	1676.15	2773.15	2.4551826e-05	
7789-79-9	473.15			
7789-80-2	813.15		4.7795665e-05	
7789-89-1		381.15		
7789-92-6				
7789-99-3		436.15		
779-02-2	354.65	469.65		
779-03-3	488.65			
779-27-1	483.65			
779-28-2	352.65			
779-51-1	355.15	558.65		0.00020310507
779-52-2				
779-55-5	332.65			
779-87-3	367.65			
779-88-4	328.15			
779-89-5	409.15			
779-90-8	434.15			
7790-01-4	343.15			
7790-29-6	915.15	1573.15	5.9823175e-05	
7790-30-9	713.15	1096.15		
7790-37-6				
7790-38-7	1083.15		5.9443719e-05	
7790-41-2				
7790-44-5	441.15	693.15	0.00010210799	
7790-47-8	416.15	637.65	0.00014002459	
7790-48-9	553.15		0.00012578572	
7790-53-6	1079.15		4.8015404e-05	
7790-62-7	608.15			
7790-69-4	400.15			
7790-75-2				
7790-76-3	1626.15		7.056734e-05	
7790-78-5				
7790-79-6	1382.15	2021.15		
7790-80-9	660.15	1069.15	6.4589055e-05	
7790-85-4				
7790-86-5	1061.15			
7790-91-2	196.81	284.9		
7790-92-3		400.65		
7790-94-5	193.15	335.15		6.646891e-05
7790-98-9				
7790-99-0	300.34		5.2374194e-05	
77900-09-5	421.65			
7791-03-9	509.15		0.00010126682	
7791-07-3	745.15			
7791-08-4	553.15			
7791-10-8	393.15		5.4628298e-05	
7791-11-9	999.15		4.3139779e-05	
7791-12-0	703.15	993.15	3.4242761e-05	
7791-18-6	389.85		7.2580949e-05	
7791-21-1	152.55	275.35		
7791-23-3	281.65	453.15		6.7979508e-05
7791-25-5	219.05	342.45		8.0946384e-05
7791-26-6	456.15		0.00034108379	
7791-27-7	236.15	424.15		0.00011705498
77916-78-0				
779352-03-3	391.15			
77937-06-5	389.65			
77946-10-2	398.65			
7795-87-1	319.65			
7795-89-3	551.15			
7795-91-7		428.65		
7795-95-1				
77956-39-9	450.15			
7796-72-7				
7797-81-1	557.15			
7797-83-3	307.15			
77978-74-6	374.15			
77978-75-7	432.15			
77984-95-3	468.15			
77995-07-4	331.65			
77995-55-2	493.65			
77996-03-3	427.15			
77996-04-4	483.15			
77998-62-0				
78-00-2	406.74	475.15	0.00019566848	
78-04-6	403.15			
78-05-7	386.15			
78-07-9	195.15	431.65		0.00021465402
78-08-0		433.65		
78-09-1	495.15	432.65		
78-10-4	190.65	441.95		0.00022329046
78-11-5	413.15	453.15	0.00017830795	
78-12-6	326.15			
78-13-7	574.15			
78-14-8	640.15		0.00061823029	
78-18-2	349.65			
78-19-3	277.35			
78-20-6	459.15			
78-23-9	352.15			
78-24-0	522.15			
78-26-2	335.65	507.15		
78-27-3	304.65	447.15	0.00012659802	
78-28-4	329.15			
78-30-8	284.15	683.15		0.00030812212
78-31-9	233.15			0.00028171358
78-32-0	350.65		0.00029539695	
78-33-1	369.35			
78-34-2	253.15			
78-35-3				
78-36-4				
78-38-6		471.15		0.0001619651
78-39-7		418.15		
78-40-0	216.75	488.65		0.00016983683
78-41-1	376.15			
78-42-2	199.15			0.00047037879
78-43-3				0.0002835428
78-44-4	365.65			
78-46-6				0.00026404008
78-47-7				0.00028607031
78-48-8				0.00029670755
78-50-2	324.15			
78-51-3	203.15			0.00039065686
78-52-4				0.00023956696
78-53-5				
78-54-6	382.15	456.15		
78-57-9	438.15			
78-59-1	265.05	488.47		0.00014933549
78-60-4	348.15			
78-62-6	186.15	387.15		0.00017673421
78-63-7	278.15			0.0003327681
78-65-9		445.65		
78-66-0	327.15	490.65		
78-67-1	378.15		0.00020518556	
78-69-3				0.00018976142
78-70-6		470.15		
78-71-7	291.85			
78-74-0	243.85	462.08		0.00010173719
78-75-1	217.95	415.05		0.00010490517
78-76-2	161.15	364.35		0.00011027767
78-77-3	154.15	364.25		0.00010860812
78-78-4	113.25	300.95		
78-79-5	127.2	307.217		
78-80-8	160.15	305.15		
78-81-9	188.15	341.65		0.0001010221
78-82-0	201.65	377.05		8.9706646e-05
78-83-1	165.15	381.15		9.2442005e-05
78-84-2	207.25	337.15		9.0841522e-05
78-85-3	192.15	341.55		8.2555948e-05
78-86-4	133.15	341.15		0.00010737733
78-87-5	172.75	369.55		9.7489215e-05
78-88-6	283.15	367.15		9.1635012e-05
78-89-7		406.65		
78-90-0	256.15	390.15		8.2355556e-05
78-92-2	159.15	372.65		9.1926082e-05
78-93-3	187.15	352.75		8.957764e-05
78-94-4		354.55		
78-95-5	228.65	392.85		8.2386465e-05
78-96-6	274.89	432.61		7.8150036e-05
78-97-7	233.15	494.15		7.1965172e-05
78-98-8		345.15		
78-99-9		361.25		
780-02-9	315.65			
780-11-0	417.65			
780-24-5	377.15			
780-25-6	414.65	433.15	0.00018649475	
780-26-7	397.65			
780-32-5	360.15			
780-59-6	353.15			
780-69-8		385.65		
780-90-5	364.65			
7801-18-5	464.15			
7801-32-3	444.65			
