CAS	Tm	Tb	Vms	Vml
7534-64-7				
7534-94-3				0.00022685714
75344-78-4	453.15			
7535-00-4	458.15			
75353-58-1	447.15			
7536-55-2	455.15			
7536-58-5	372.65			
75365-76-3	389.15			
7537-07-7	338.4			
7538-44-5				
7538-79-6	413.15			
7539-12-0				
754-05-2	141.15	328.15		0.00014526087
754-06-3		372.65		0.00015087747
754-10-9	427.15		9.1954545e-05	
754-12-1		244.85		
754-13-2		252.15		
754-34-7	178.15	314.35		0.00014347426
754-75-6				
754-91-6	424.65			
754-96-1	408.65			
7540-51-4				
7540-70-7				0.00021193402
75405-06-0		363.15		
7541-49-3				0.00034641355
7541-59-5	409.15			
7541-76-6	425.15			
75413-96-6	307.15			
75415-78-0				0.00011973817
75416-64-7	324.15			
7542-23-6	431.15			
754214-36-3	426.65			
7543-58-0				0.00028809988
75430-97-6	489.65			
75436-59-8				
75438-02-7	346.15			
75438-57-2	491.15			
7544-76-5	455.65			
7544-97-0	448.15			
75446-60-5	406.15			
7545-24-6	363.15			
7545-50-8	500.65			
75458-16-1	472.65			
75458-20-7	349.15			
7546-30-7	863.15			
7546-50-1	524.35			
7546-89-6	453.15			
75462-59-8	320.9			
7547-47-9	429.65			
7547-88-8	514.15			
75472-67-2	417.15			
75476-84-5	360.15			
7548-13-2				0.00025090234
75483-05-5	466.15			
7549-33-9		500.15		
7549-37-3				0.00022072573
75490-39-0				0.00019870557
75498-96-3	363.65			
755-25-9	330.15	330.15		
755-40-8				0.00014215139
755-73-7				
7550-03-0	338.75			
7550-06-3				
7550-35-8	820.15	426.15		
7550-39-2	415.15			
7550-45-0	249.05	409.55		0.00010989513
75507-25-4				
75507-26-5				
75507-68-5	448.9			
75512-00-4	577.15			
75519-20-9				0.00017202461
75528-58-4	447.15			
7553-56-2	386.85	457.55	5.1797959e-05	
75530-68-6	422.15			
75534-19-9				
75535-96-5	508.65			
7554-12-3		405.15		
7554-28-1				
7554-65-6	290.15	479.15		
7554-67-8	427.15			
7554-76-9	429.15			
7554-78-1	393.15			
75540-64-6	527.15			
75542-33-5	415.65			
7556-37-8	363.15			
7556-48-1				
7556-56-1				
7556-94-7	335.65			
7556-95-8	447.9			
7556-97-0	524.65			
75567-85-0				
75573-02-3	434.65			
7558-63-6	335.65			
7558-80-7	333.15			
75580-04-0				
75581-11-2	348.65			
75584-89-3	447.15			
7559-04-8				
7559-81-1	439.65			
7559-82-2				0.00020767123
75593-74-7	452.15			
756-09-2		407.15		
756-12-7		294.65		
756-13-8		321.65		
756-46-7		409.65		
756-48-9	336.15			
756-76-3		459.15		0.00020477851
756-79-6		454.15		0.00010789565
756-80-9				0.00012273433
756-81-0		368.9		0.00016118658
7560-44-3	349.4			
7560-48-7	408.15			
7560-50-1	353.15			
7560-51-2		387.15		
7560-64-7				
7560-65-8				
7560-83-0	466.65	538.15		
75600-44-1				
7561-04-8				0.00011763188
7561-48-0	416.65			
7561-71-9	340.65			
75614-94-7	443.65			
75618-41-6	359.65			
7562-61-0	479.15			
7562-87-0	439.15			
75625-99-9	324.15			
75626-01-6	385.15			
75626-17-4	332.65			
75626-18-5				
75629-63-9	533.65			
75637-30-8	431.65			
7564-51-4				
7564-63-8	197.65	460.45		0.00014497204
7564-68-3	519.15			
756491-54-0	371.15			
7565-66-4				0.00021527178
75655-13-9	393.15			
75659-08-4	406.65			
75659-51-7				
7568-58-3				
7568-92-5	321.15			
7568-93-6	329.65	433.15		
7568-97-0	433.65			
75680-92-1	421.15			
75680-93-2	441.15			
75680-94-3	466.15			
75680-98-7	523.15			
75684-66-1	352.65			
756895-79-1				
7569-34-8	330.15			
7569-62-2	402.15			
75690-78-7	384.65			
75693-16-2	340.15			
75693-18-4				
75695-93-1	442.15			
75696-02-5	464.65			
757-05-1				0.00014448192
757-17-5		390.15		
757-44-8				0.00031845818
757-45-9				0.00027583296
757-58-4	233.15			
757-86-8				0.00017583626
7570-26-5	312.65	408.15		
7570-37-8	446.65			
7570-45-8	361.15			
7570-47-0	445.15			
7570-86-7	353.15			
75716-83-5				
7572-29-4	208.15	306.15		7.5281523e-05
75731-44-1	328.15			
75732-44-4	398.65			
75734-93-9	491.15			
75734-94-0	415.9			
75735-47-6	366.15			
75736-33-3	421.15			
75746-33-7				
75746-97-3	501.65			
7575-23-7				
7575-35-1	360.65			
7575-89-5				
75754-86-8	463.8			
7576-65-0	538.15			
7576-88-7	459.65			
75762-43-5	458.15			
7578-36-1	300.65			
75783-06-1	397.65			
75784-65-5	329.65			
75785-12-5	497.65			
75785-13-6	370.65			
7579-36-4	353.15			
75792-35-7				
75792-71-1	482.15			
75792-72-2	365.65			
75792-77-7	511.65			
758-08-7	431.15			
758-10-1	427.15			
758-12-3	288.81			
758-16-7		369.9		
758-17-8	493.65			
758-18-9	122.85	288.05		7.974422e-05
758-21-4		318.65		
758-24-7		270.65		
758-42-9		357.15		
758-48-5		318.15		
758-71-4				0.00014859246
758-96-3	228.15	447.65		0.00010727543
7580-12-3	337.15			
7580-37-2	364.15			
7580-46-3	313.15	451.15		
7580-59-8	387.15			
7580-67-8	953.15		1.0390771e-05	
7580-85-0		426.15		
7580-88-3				
75802-84-5	496.15			
75806-85-8	319.15	433.15		
7581-94-4	307.9			
7581-97-7	193.15	391.15		0.00011493078
75815-22-4				0.00016248933
75820-08-5	487.15			
75822-11-6	303.15			
75822-13-8	374.65			
75822-54-7	464.65			
75824-03-2	338.15			
75824-68-9				
75825-60-4	509.15			
7583-53-1		415.65		
7583-60-0	476.65			
7583-62-2				
7583-84-8	364.65			
7584-05-6	324.65			
75843-51-5	370.65			
75844-29-0	458.15			
75844-41-6	497.15			
75844-69-8				
75847-73-3	416.65			
7585-39-9	566.65			
75852-50-5	414.15			
75852-51-6	417.15			
75853-49-5				
75854-66-9				0.00015696757
75867-01-5	470.65			
75867-40-2	370.65			
75869-37-3	378.65			
7587-15-7	347.15			
758709-42-1	322.15			
758709-44-3	324.15	434.15		
7588-19-4	380.15			
7588-36-5	328.15			
75887-54-6	354.15			
75889-62-2	369.55			
7589-27-7				0.00012326297
7589-35-7	494.15			
75896-69-4	360.65			
75899-68-2				
759-05-7	304.65	443.65		
759-24-0				
759-36-4		488.15		
759-51-3	300.15		0.00016719328	
759-54-6	398.65		0.00019414033	
759-65-9				
759-66-0				
759-68-2				
759-73-9	376.65			
759-94-4				0.00019824084
759-97-7				0.00015273835
75903-52-5	451.15			
75903-58-1	440.15			
75903-60-5	480.15			
75903-62-7	487.15			
75903-63-8	423.15			
75907-52-7	323.65			
75907-83-4	362.65			
75914-67-9	443.9			
75915-45-6	304.15			
75930-41-5	572.15			
7596-61-4	456.15			
7596-75-0	421.65			
75965-74-1	461.15			
75965-75-2	473.15			
75969-83-4	601.15			
7597-18-4	454.15			
7597-60-6	527.15			
7597-61-7	485.15			
7597-67-3				
7597-97-9				
75970-99-9	563.35			
7598-30-3	335.65			
7598-61-0		420.65		
7598-80-3	368.65			
7598-86-9	496.65			
7598-91-6	478.15			
75999-00-7	449.65			
76-00-6	323.65	436.15		
76-01-7	244.15	432.95		0.00012043939
76-02-8	241.35	391.05		0.00011222689
76-03-9	330.65	468.65	0.00010132085	
76-04-0	298.15	395.15		
76-05-1	257.95	346.15		7.6574882e-05
76-06-2	209.15	385.15		9.9275275e-05
76-08-4	442.15			
76-09-5	316.15	447.55		
76-11-9	313.75	364.65	0.00012393142	
76-12-0	299.15	366.15	0.00012393142	
76-13-1	238.15	320.85		0.0001198465
76-14-2	179.15	276.95		
76-15-3	167.15	235.45		
76-16-4	172.45	195.05		
76-17-5	201.15	346.85		0.00014273345
76-18-6		271.15		
76-19-7	125.55	236.55		
76-20-0	349.15			
76-21-1	338.15	498.15		
76-22-2	452.15	477.15	0.00015345766	
76-23-3	395.15			
76-24-4	527.15			
76-25-5	566.15			
76-28-8	553.15			
76-29-9	350.15	547.15	0.00015574798	
76-30-2	387.65			
76-32-4	491.65			
76-35-7	353.65			
76-36-8		437.15		
76-37-9	258.15	382.65		
76-38-0	238.15	378.15		0.00011596373
76-39-1	362.65	367.15		
76-41-5	521.65			
76-42-6	492.15			
76-43-7	543.15			
76-44-8	368.65		0.00023778344	
76-45-9	494.15			
76-47-1	435.65			
76-49-3	302.15	494.15		0.00020088011
76-50-6				
76-51-7	395.65			
76-53-9	392.65			
76-57-3	430.65			
76-58-4	473.15			
76-59-5	474.15			
76-60-8	491.65			
76-61-9	496.15			
76-62-0	569.15			
76-63-1	345.15			
76-65-3	316.55			
76-66-4	489.15			
76-67-5	265.15			0.00024749064
76-68-6	412.65			
76-71-1				
76-72-2				0.00026201826
76-73-3	373.15			
76-74-4	403.15			
76-75-5	431.65			
76-76-6	476.15			
76-77-7	500.15			
76-78-8	495.15			
76-80-2	471.15			
76-83-5	386.65	583.15		
76-84-6	437.35	653.15		
76-86-8	364.65			
76-87-9	392.15		0.00023833117	
76-89-1	348.95			
76-90-4	501.15			
76-93-7	424.15	460.15		
76-94-8	493.15			
76-98-2	415.15			
76-99-3	372.65			
760-19-0				
760-20-3	120.15	327.35		0.0012561194
760-21-4	141.65	337.85		8.1867704e-05
760-23-6	212.15	391.75		0.00010841284
760-32-7		351.15		
760-54-3	367.65			
760-55-4	389.15			
760-56-5	352.35			
760-67-8				0.00017230932
760-78-1	576.15			
760-79-2	233.15	459.15		0.00012706311
760-80-5		354.15		
760-81-6				
760-84-9	404.65			
760-86-1		427.15		
760-93-0				
760-95-2				0.00026887946
760-97-4				0.0001649259
7600-00-2	463.65			
7600-14-8	528.15			
76005-98-6	384.15			
76006-00-3	392.65			
76006-02-5	388.65			
76006-10-5	426.65			
76006-14-9	485.4			
76008-73-6				
7601-53-8	442.15			
7601-54-9	348.15		4.7707e-05	
7601-55-0	535.15			
7601-89-0	753.15		4.8987425e-05	
7601-90-3	161.15	292.15		
76015-11-7	426.65			
76016-69-8	382.65			
76019-86-8				0.00013820443
76019-90-4				0.00017267403
76019-91-5				0.00017078689
7602-93-9	367.75			
760212-42-8	452.65			
7603-37-4	238.15			0.00012868308
76035-62-6	558.15			
76044-37-6	376.65			
76045-71-1	515.15			
7605-28-9	385.9			
7605-30-3	316.15			
7605-39-2	378.15			
7605-55-2				0.00016341004
76050-97-0		392.5		0.00013963134
76053-48-0	385.15			
76054-78-9	419.15			
76058-49-6		472.15		
7606-84-0	590.65			
7606-87-3	421.65			
76075-07-5				
76075-15-5	447.65			
76088-17-0	450.15			
76088-46-5				
76091-02-6	392.65			
76093-74-8	527.65			
76095-16-4	416.9			
761-02-4	424.15			
761-07-9	332.65			
761-21-7				
761-44-4				
761-60-4				
761-65-9	353.15		0.0001760524	
761-89-7	481.15			
76101-30-9				0.00012353617
7611-43-0	500.65			
76111-27-8	472.15			
76114-73-3				
76118-05-3				
7612-96-6	368.15			
7612-98-8	493.15			
76128-71-7	373.15			
7613-16-3	548.15			
7613-19-6	436.65			
76132-33-7	496.65			
76135-31-4	494.9			
76135-36-9	508.65			
76138-69-7	323.15	542.3		
7614-53-1	521.65			
7614-64-4	340.75			
76141-89-4	325.15			
761441-54-7	433.15			
761446-44-0	341.15			
761460-03-1	355.15			
7615-76-1	497.65			
76159-93-8	332.9			
7616-22-0	270.15			
7616-94-6	127.15	226.35		
76163-66-1				
76167-43-6	341.65			
76167-65-2	404.15			
7617-57-4	340.65			
7617-67-6	381.65			
7617-74-5				
7617-78-9				
76172-68-4	474.65			
76173-17-6	452.15			
76179-40-3	404.65			
76185-13-2	390.7			
76185-65-4	483.15			
76189-03-2	537.15			
76189-56-5	513.15			
7619-65-0	283.65			
76191-50-9	484.65			
76196-67-3	553.15			
76196-79-7	329.15			
76197-35-8	490.15			
762-04-9		411.15		
762-12-9	313.65			
762-16-3	302.15			
762-21-0	274.65			
762-26-5				
762-29-8	354.15		0.00029703452	
762-42-5	324.65			
762-49-2	344.15	344.65	7.4489556e-05	
762-50-5		332.15		
762-51-6		373.15		8.1441948e-05
762-62-9	136.55	345.65		0.00014382599
762-63-0	137.75	353.55		
762-69-6		422.15		0.00010509873
762-70-9				9.7667755e-05
762-72-1		359.15		
762-75-4		348.65		
762-99-2	315.65			
7620-28-2	479.15			
7620-46-4	404.65			
7620-77-1	473.15			
76205-19-1	463.15			
7621-87-6	464.15			
7621-92-3	413.15			
76211-05-7				
7622-23-3	307.15			
7622-30-2	395.65			
76220-95-6	380.15			
762240-92-6	537.15			
762241-00-9	433.15			
762287-58-1	433.65			
762292-69-3	269.15			0.00014920724
762292-75-1	330.65			
7623-09-8		417.15		
7623-13-4		415.15		
7624-32-0	362.65			
7624-33-1	342.15			
7624-34-2	337.65			
76241-79-7	384.95			
76244-90-1	424.15			
7625-23-2	395.15			
7625-53-8				
7625-59-4	453.15			
76253-78-6	429.4			
76254-26-7	437.65			
76258-20-3	394.15			
76261-97-7	309.15			
7627-38-5	335.65			
7627-39-6				
76272-34-9	397.15			
76272-57-6	410.65			
76275-88-2	357.15			
76279-30-6	442.4			
76280-91-6	471.65			
76287-54-2				
76290-79-4	381.15			
76291-91-3	318.15			
76292-76-7	371.65			
76293-13-5	417.9			
763-11-1	311.65			
763-29-1	137.45	335.25		0.00012320304
763-30-4		329.15		
763-32-6	401.65	405.15	0.00010122224	
763-35-9	368.15			
763-57-5	419.65			
763-69-9		322.8		
763-89-3		430.65		0.00011626233
763-93-9		413.15		
76301-91-2	368.65			
76301-94-5	363.4			
76303-43-0	457.15			
7631-86-9	437.65	2503.15	2.346875e-05	
7631-89-2	359.45			
7631-90-5				
7631-95-0	958.15			
7631-99-4	581.15		3.8054252e-05	
76311-89-2	331.15			
76313-28-5	486.15			
7632-00-0	544.15		3.0974872e-05	
7632-10-2	407.65			
7632-16-8				0.00015940314
7632-51-1	247.45	421.15		0.0001061418
76322-09-3	449.65			
76322-25-3	342.65			
76325-66-1	478.65			
76325-80-9	462.15			
7633-29-6	395.15			
7633-57-0	355.65			
7633-68-3	412.15			
7633-69-4	428.15			
76338-90-4	437.15			
7634-74-4				
7634-96-0	334.65			
76347-14-3				
76348-84-0	436.65			
7635-11-2	401.65			
7635-29-2	559.15			
76350-90-8	332.65			
7636-26-2	541.15			
76360-42-4				
7637-07-2	146.35	173.25		
76372-76-4	497.15		0.00045011278	
76397-73-4	444.15			
76397-85-8	487.15			
76397-87-0	417.15			
76399-81-0	368.65			
764-01-2	270.95	421.15		7.3162839e-05
764-05-6	308.9			
764-13-6	287.15	407.65		0.00014412765
764-14-7		323.65		
764-22-7	358.15			
764-33-0	300.15			
764-35-2	183.55	357.65		0.0001117247
764-37-4		409.65		
764-38-5		413.65		
764-39-6		401.15		
764-40-9				
764-41-0	276.65	431.15		0.00010541407
764-42-1	369.95	459.15	8.2912065e-05	
764-47-6		338.15		
764-48-7		414.75		
764-49-8		434.15		
764-52-3	500.65			
764-59-0		391.4		
764-60-3				0.00010973946
764-67-0	366.65			
764-74-9				0.00013109026
764-78-3		399.05		
764-85-2	212.65	488.45		0.00018926012
764-86-3				
764-89-6	324.4			
764-93-2	229.15	447.15		0.00017477876
764-95-4		438.9		
764-99-8				0.00016289127
7640-33-7	450.65			
7640-78-0	411.55		0.00019965895	
7641-77-2	280.15			
76410-58-7	562.15			
76417-04-4	315.65			
76418-49-0	353.15			
7642-00-4				0.00023092901
7642-04-8	172.95	398.75		
7642-15-1	154.45	395.65		0.00015615085
7642-58-2	485.65			
7642-64-0	361.15			
76420-72-9	422.65			
7643-08-5	411.65			
7643-75-6	373.15			
76438-34-1				
7645-58-1	418.15			
7646-66-4	281.65			
7646-67-5				
7646-69-7	1073.15		2.6084467e-05	
7646-78-8	240.15	387.3		0.00011133333
7646-79-9	1008.15	1322.15	3.8642619e-05	
7646-81-3	351.65			
7646-85-7	563.15	1005.15	4.6882009e-05	
7646-93-7	470.15		6.1239634e-05	
764651-75-4				
764661-24-7	336.15			
764667-65-4	365.65			
76469-34-6	354.65			
76469-88-0	333.15			
7647-01-0	159.15	188.15		
7647-10-1	952.15		44.3315	
7647-14-5	1074.15	1686.15	2.6994351e-05	
7647-15-6	1028.15	1663.15	3.2054134e-05	
7647-17-8	919.15		4.2216261e-05	
7647-18-9	275.95	352.15		0.0001280292
7647-19-0	179.35	188.55		
76470-66-1	483.15			
76471-94-8				
764717-61-5	450.65			
76474-31-2				
76475-62-2	498.15			
76475-64-4	354.15			
76475-75-7	383.65			
7648-01-3	341.15			
76489-66-2				
7649-92-5	394.65			
76497-39-7	404.65			
765-01-5	328.15			
765-03-7	254.15	488.15		
765-04-8	375.65			
765-05-9	232.15			
765-09-3	279.35	569.15		
765-10-6				
765-12-8				0.00020192692
765-13-9	283.15	541.15		
765-14-0				
765-15-1				0.00025386247
765-17-3				
765-27-5	309.15	613.15		
765-30-0	237.75	323.65		
765-34-4	211.15	385.65		6.3193896e-05
765-38-8		373.15		0.00010250391
765-39-9	350.65	447.4		
765-40-2				
765-42-4	241.05	396.65		9.7017279e-05
765-43-5	204.85	384.45		9.3591455e-05
765-45-7				
765-47-9	182.75	378.95		0.00012282248
765-48-0		369.65		0.00012405554
765-50-4				
765-58-2		451.15		
765-67-3				
765-69-5	486.15			
765-70-8	377.65			
765-79-7		392.65		
765-87-7	313.15	467.15	9.9186201e-05	
7650-84-2				
7650-89-7	366.65			
76503-37-2	410.65			
76508-37-7	391.65			
7651-02-7	322.65			
7651-47-0	463.15			
7651-50-5		439.15		
7651-80-1	381.65			
7651-81-2	468.65			
7651-82-3	493.15			
7651-83-4	502.15			
7651-86-7	386.15			
7651-88-9	480.15			
76513-69-4		330.15		
76524-94-2				
76526-43-7				
76527-25-8	329.65			
7653-60-3	371.65			
76532-34-8				
7654-03-7	366.65			
7654-52-6	547.15			
76547-98-3	436.65			
7655-72-3	288.15	450.65		0.00014283164
76553-22-5	442.65			
76568-02-0	500.15			
7657-09-2	322.65	479.65		
7657-50-3	417.65			
76574-44-2	491.15			
76577-83-8	517.65			
76578-14-8	365.05		0.00027614815	
76578-79-5	460.65			
76579-47-0	329.65			
76579-48-1	400.15			
7658-08-4	412.65			
7658-80-2	426.15			
7658-89-1	453.15			
7659-06-5	498.65			
7659-29-2	439.4			
7659-44-1	387.15		9.0850928e-05	
7659-45-2				6.4553332e-05
7659-47-4				0.00011284069
76590-07-3	353.15			
76596-54-8	326.65			
76596-57-1	358.65			
76596-58-2	458.65			
766-00-7		456.15		
766-01-8		454.15		
766-05-2	284.15			0.00011879217
766-07-4	253.15	330.15		0.00011410609
766-08-5		413.15		
766-09-6	384.65	403.95	0.00013751215	
766-15-4		404.9		
766-17-6		400.15		
766-20-1		389.65		
766-27-8				
766-36-9	373.65			
766-38-1	343.15			
766-39-2	369.15	496.15		0.00011392051
766-40-5	400.15			
766-48-3				
766-50-7				
766-51-8	246.35	471.65		0.00011424679
766-58-5				
766-62-1		410.15		
766-66-5				0.00012942267
766-68-7	373.15			
766-76-7	392.15			
766-77-8	149.15	429.65		0.00015328459
766-80-3	288.15			
766-81-4				
766-82-5				
766-83-6				
766-84-7	314.15			
766-85-8	367.15	405.65		
766-92-7	243.15	483.15		0.00013454351
766-93-8	312.65	533.15	0.00012563469	
766-94-9		428.65		
766-95-0	461.15		0.00013482162	
766-97-2	369.15			
766-98-3	299.65			
766-99-4	341.65			
7660-21-1		429.15		
7660-25-5	376.95			
76608-49-6	404.15			
76608-88-3	406.15			
76609-48-8	361.15			
76609-49-9	465.15			
7661-33-8	369.15			
7661-55-4	292.15	535.85		
76610-84-9	392.15			
76619-89-1	410.65			
7662-51-3	467.15			
76622-27-0	492.15			
7663-77-6				
76631-46-4	388.15			
76635-76-2	343.65		0.00019089249	
7664-38-2	315.5		5.3435115e-05	
7664-39-3	189.79	293.15		
7664-41-7	195.45	239.8		
7664-66-6	517.15			
7664-93-9	283.46	563.15		5.4488889e-05
76643-49-7	472.15			
76646-91-8	450.65			
76647-70-6	397.4			
76649-23-5				
7665-72-7	203.15	425.15		0.00014137706
7665-86-3				
76650-30-1	318.65			
7666-52-6	389.65			
7667-80-3	372.05	523.15		
76674-21-0	403.15			
76675-97-3	509.15			
7668-88-4	402.15			
76689-65-1	325.65			
7669-21-8	523.15			
7669-54-7	348.15			
7669-64-9	380.65			
7669-65-0	401.15			
76697-43-3	332.15			
76697-51-3	366.15			
76697-58-0	325.65			
767-00-0	384.65			
767-04-4				0.00011741249
767-05-5				0.00014031958
767-06-6				
767-08-8				0.00012927507
767-09-9	193.15			0.00012808684
767-10-2		427.65		
767-12-4	284.65	458.15		0.00014134054
767-14-6	289.15			0.00014120044
767-15-7	425.15			
767-16-8	563.15			
767-54-4	328.95	462.35		
767-55-5		417.65		
767-58-8		463.75		
767-59-9		472.15		
767-63-5	383.65			
767-64-6	341.15			
767-65-7	433.15			
767-66-8	387.65			
767-67-9	477.65			
767-70-4	355.15			
767-71-5		479.15		
767-76-0	344.15			
767-81-7	421.15			
767-85-1		449.65		
767-88-4	413.15			
767-91-9		365.15		
767-92-0	321.15	476.15		0.00015435096
7670-20-4	354.65			
76704-78-4	501.15			
76705-48-1	484.15			
7671-49-0	539.15			
7671-92-3	488.15			
76716-56-8	360.15	559.65		
7672-76-6	345.65			
7673-07-6	494.15			
7673-17-8	436.65			
76732-75-7	404.15			
76733-91-0	483.4			
767352-30-7	353.15			
76738-62-0	438.65			
76746-20-8	426.15			
7675-05-0	401.15			
7675-35-6	458.65			
7675-50-5	455.65			
7675-53-8	425.65			
7675-54-9	443.15			
7675-57-2	465.15			
7675-83-4	493.65			
76751-08-1	336.65			
76757-91-0	353.65			
76757-92-1	353.65			
76759-26-7	360.15			
76763-14-9	470.15			
76765-79-2	343.65			
7677-24-9	284.65	391.65		0.00013334677
76778-14-8	390.15			
7678-85-5	557.15			
76780-97-7	521.15			
76780-98-8	467.65			
76780-99-9	385.65			
76783-59-0				
76784-40-2	358.15			
768-03-6				
768-04-7				
768-05-8	442.15			
768-10-5	428.15			
768-11-6	379.15			
768-32-1	440.65	442.65	0.00017235092	
768-33-2		355.15		
768-36-5	573.15			
768-42-3		511.15		
768-44-5				
768-45-6	432.65			
768-49-0	221.65	372.15		0.00014679103
768-50-3				0.00014696937
768-52-5	263.15	476.15		0.00014193785
768-56-9	203.15	450.15		0.0001482894
768-57-0				0.00014455291
768-58-1		349.15		
768-59-2	358.9			
768-60-5	299.65		0.00013111111	
768-61-6				
768-66-1	301.15	429.15		
768-70-7				0.00012926448
768-87-6	433.65			
768-90-1	391.15			
768-91-2	369.55			
768-93-4	347.15			
768-94-5	453.15			
768-95-6	555.15			
7680-73-1	410.15			
76801-93-9	468.15			
76808-15-6	344.65			
7681-11-0	953.15	1603.15	5.3036029e-05	
7681-14-3	542.65			
7681-15-4		508.15		
7681-28-9	398.15			
7681-49-4	1266.15	1977.15	1.5103659e-05	
7681-52-9	291.15			
7681-55-2				
7681-57-4	423.15		0.00012080904	
7681-65-4	879.15	1563.15	3.3589148e-05	
7681-76-7	441.15			
7681-78-9	528.15			
7681-79-0	302.65			
7681-80-3	384.15			
7681-82-5	924.15	1577.15	4.0843117e-05	
7681-84-7		415.15		
7681-91-6	366.15			
7681-93-8	563.15			
7681-99-4	409.15			
76811-98-8	438.15			
7682-18-0	410.15			
7682-38-4	464.15			
7682-45-3	373.15			
7682-58-8	453.65			
7682-61-3	494.15			
76820-34-3	403.15			
76822-35-0	481.65			
76824-17-4	439.65			
76824-35-6	436.65			
7683-59-2	443.65		0.00016004545	
7683-81-0	459.15			
76835-20-6				
76835-64-8				
76835-67-1	307.65			
76838-73-8				
76838-76-1				
76842-84-7	381.15			
76844-67-2	502.15			
7685-44-1	529.65			
7685-69-0	429.15			
7685-70-3	412.65			
7685-72-5	438.65			
7685-94-1	338.15			
76855-69-1	346.15			
7686-77-3				
7686-78-4				
76863-34-8	486.15			
7687-09-4	454.65			
76870-09-2	535.65			
76872-27-0	430.65			
76875-22-4	356.15			
7688-21-3	132.05	341.95		0.00012322108
7688-25-7	408.65			
7688-51-9		452.15		0.00024568293
76884-34-9	354.15			
76888-69-2				
76889-85-5	367.15			
7689-03-4	539.15			
7689-63-6	375.4			
76890-93-2	424.15			
76893-45-3	366.65			
76899-35-9				
769-06-2	237.15	469.15		0.00016314639
769-08-4	418.15			
769-09-5	489.15			
769-10-8				
769-11-9	347.65			
769-20-0	396.15			
769-24-4				
769-25-5	236.15	482.15		0.00016140177
769-26-6	276.25			0.00015700599
769-28-8	559.15			
769-31-3	299.15			
769-32-4				
769-38-0	417.15			
769-39-1	311.15	413.15		
769-40-4		420.15		
769-42-6	393.15			
769-49-3	453.15			
769-52-8	543.4			
769-54-0	395.15			
769-57-3		463.15		
769-58-4		482.65		0.00016411169
769-59-5		484.15		
769-60-8		473.15		
769-68-6		514.15		
769-78-8				0.00013872659
769-92-6	290.15	514.15		0.00015851923
7690-08-6	506.15			
76902-90-4	490.15			
76903-88-3	326.65			
76909-92-7				
7691-02-3		433.65		
76911-73-4	324.15			
76916-50-2				
76918-64-4	405.15			
76918-79-1	518.15			
76919-42-1	415.65			
76921-56-7	323.65			
76923-16-5	505.15			
76926-17-5	326.15			
7693-13-2	373.15			
7693-31-4				
7693-41-6				
7693-46-1	354.65			
7693-52-9	365.15			
7693-77-8	362.15			
7693-82-5	305.15			
76935-61-0				
76935-66-5				
7694-45-3	403.65			
76942-21-7	488.15			
76948-72-6	519.15			
7695-56-9	504.15			
7695-70-7	418.65			
7695-75-2	488.15			
76950-43-1	344.15			
76951-96-7	356.15			
7696-12-0	342.15		0.0002991065	
76963-41-2	404.15			
76963-44-5	466.65			
7697-25-8	468.15			
7697-26-9	482.9			
7697-27-0	414.65			
7697-28-1	485.4			
7697-29-2	481.15			
7697-33-8	416.65			
7697-37-2	231.55	356.15		4.0651613e-05
7697-46-3	351.65			
7697-48-5	359.15			
76970-15-5	457.15			
76970-16-6	435.15			
76970-24-6	416.9			
76973-35-8	448.65			
76973-36-9	471.15			
7698-93-3	425.65			
76981-71-0	383.15			
76981-75-4	393.15			
76981-88-9	371.15			
76981-89-0	372.15			
76982-29-1	483.15			
76985-10-9	365.15			
7699-18-5	426.15			
7699-21-0	410.65			
7699-22-1	369.65			
7699-23-2	374.65			
7699-31-2	441.65			
7699-35-6	448.65			
7699-41-4	477.15			
7699-43-6	533.15			
7699-45-8	667.15	970.15	5.2369302e-05	
769971-96-2	412.65			
769972-01-2	455.65			
77-01-0	459.65			
77-02-1	413.9			
77-03-2	377.15			
77-04-3	363.85			
77-06-5	507.15			
77-07-6	471.65			
77-08-7	588.15			
77-09-8	535.65		0.00024927173	
77-10-1	319.65			
77-11-2	371.65			
77-14-5		399.15		
77-15-6				0.00025179191
77-16-7	485.15			
77-17-8	310.15			
77-19-0				
77-20-3	493.65			
77-21-4	357.15			
77-22-5		386.65		
77-23-6				
77-24-7	390.15	523.65	0.00027749731	
77-25-8		503.15		
77-26-9	411.65			
77-27-0	405.65			
77-28-1	401.65			
77-32-7	453.15			
77-36-1	512.15			
77-37-2	359.15			
77-38-3		425.65		
77-39-4	361.65			
77-40-7	393.65			
77-41-8	325.65			
77-42-9		450.65		
77-46-3	563.15			
77-47-4	264.15	512.15		0.00016027381
77-48-5	471.15			
77-49-6	423.25			
77-51-0		415.15		
77-52-1	557.15			
77-53-2	359.15			
77-55-4	431.65			
77-57-6				
77-58-7	296.15		0.00060148571	
77-59-8	483.65			
77-60-1	478.65			
77-63-4	372.15	510.15	0.00048434667	
77-65-6	390.65		0.0001535557	
77-66-7	382.15			
77-67-8	337.65	402.15		
77-68-9		403.65		
77-70-3				
77-71-4	451.15		0.00010160983	
77-73-6	305.15	337.65	0.00014211997	
77-74-7	249.55	395.55		0.00012088263
77-75-8	303.65	393.65	0.00011293441	
77-76-9	226.15	356.15		0.00012328362
77-77-0	247.15	507.65		0.00010038233
