CAS	Tt	Tm	Tb	Tc	Pt	Pc	Vc	Hfs	Hfl	Hfg	S0s	S0l	S0g	Hsub	Hfus	Hvap	AntoineTmin	AntoineTmax	AntoineA	AntoineB	AntoineC
66256653			460.65																		
66256664			456																		
66256675			473.02342																		
6626648										337000				132000							
6627550		328	486.7																		
6627890																67600					
66271327		351.7																			
66271474		336.6																			
66271769		286.84																			
66271770		272.73																			
6628042			606.12218											115300							
6628213			456.65																		
6628804		300.9																			
66291358		372																			
66291563			467.5																		
66292055		283.65																			
66295361										348788.03											
6630019			494.1																		
6630337		295	503.12218																		
6630860								224000													
6632446		416																			
66324478		254.8	525.585																		
66324809			508.95																		
66325197			555.28																		
66325426		224	553.06																		
66326098		411																			
66326134		322.15																			
66326156		347.4																			
6634011								-1581359.4		-1477759.4				103600							
66359066			562.64																		
6637509		314.65																			
66374718		252																			
66374730			553.27																		
66374741			553.96																		
66374887		260.38866																			
66374923		244.2579																			
66374934		210.9																			
6639867								62900		169900				107000							
6640273			468.7																		
6641641														109400							
66455490		340.1																			
66467058														90000							
66468244										-253130			516.17								
66511782										207110			224.09								
66516469		368																			
66516481		365																			
66552770		412																			
66553104		265																			
66553160			473.15																		
66563686		344																			
66567111		204.15																			
66576236			437.33017																		
66576270			433.15																		
66576736		343.2																			
66577217		317.65																			
66577284		164.92444	368.2886																		
66581666										62760			294.58								
66582103											197.6										
6659605									-414000												
66591604								128700													
66634875			524.65																		
66675476			418.4																		
66688708		170.47	413.56																		
6669132		254.84	468.29991																		
66694857										-530000											
66700401									206500												
6671665								-97300		-49100				48200							
66719377			466.15																		
66719413		397.15	474.65																		
66719479			460.15																		
6672306			416.7																		
66793735			464.15																		
66793746			438.65																		
66793757			475.55																		
66793893			442.15																		
66793906			452.15																		
66793928			444.86543																		
66793962		254.15	447.15																		
66793984			461.15																		
66794012			466.15																		
66794023			450.65																		
66794067			468.15																		
66809061								-45600		26000				71800							
6682673								-175100													
6682695		322																			
6682719	272.63								-65700	-7400		293.2				58295					
66826946			541.035																		
66907708								350200													
66922836								-2286700													
6697127		331.86781																			
6697150		274.26893							-792700												
66973351										-800000			280.19								
66997771		423																			
66997817		378																			
67436								-2270985.3													
67470																83400					
67516			491.2											83400							
67527								-634700		-509700	157.42751										
67561	175.5	176	337.8	513		8100000	0.00011607661		-238822.15	-205000	1.117	127.22774				37600	353.5	512.63	23.39088	3614.1675	-34.846
67629																	209.7	321.4	22.714012	3243.5158	-31.076
67630	184.9	185.04979	355.5	509		4900000	0.00022226364		-317493.8	-271593.8		180.76088				45000	395.1	508.24	22.054045	2812.4304	-87.474
67641	178.49518	178.7	329.3	508		4800000	0.00022833246		-249400	-218000.82		208.18205				31278.825	259.16	507.6	21.700667	3021.5742	-32.445
67663	209.61	210	334.3	537		5328680	0.00025116776		-134123.07	-103026.79			295.61			31301.3	334.4	527	22.035555	3422.6891	-8.612
67685	291.63	291.60761	464						-203400	-150500		188.78				52900	325.49	442.09	21.853996	4160.7759	-60.995
67710	382.005	382	511					-449820	-446400	-373000	145.48			77000							
67721		458	458						-199200	-141929.25	237.3		397.84	59000		51000	305.9	458.8	21.209641	3746.1793	-76.102
670542		472	496.2					618157.71		699157.71				81100							
6702347								159100													
67028175		421.7																			
6703793		251.65157																			
6703806	266.9	293.95																			
6703817		260.45157																			
6703828		311.1865							-648600												
6703986		388.2																			
6703997	294.3	266.16141							-690325.37												
6704003		268.95																			
6705039														119300							
67061307			491																		
6709393		170.5	415.50357																		
671363			401																		
67143093											592.98										
67194303											639.71										
672139			520.7																		
672651									-58240							52600					
6720372								174658.04													
67242619								-1076800													
6727920		405																			
6727931		402																			
6727942		399																			
6727953		400																			
6727964		396																			
6727975		398																			
6727986		396																			
6727997		397																			
67278006										154000											
6728003		395																			
6728014		393																			
6728025		394																			
6728036		393																			
6728047		393																			
6728263			419.7																		
67294819											304.6										
673314		376.5																			
673325			457.1							268200											
673665	310.29	308.2																			
673847		247.51																			
6737117			385.00481																		
6738234			465.19956	681																	
674657									-1645400	-1604400						41000					
674760			331.5													30000					
674828		266.15	400.00407						-233100	-190200						42900					
6742547			569													82675.31					
6746947									261100	292000						30900					
67485294		466.45																			
675207	311.85	312.2	529.2								164.92151										
6757535		399																			
6757546		396																			
676222			510.7											74680							
676493	90.5				11300																
676551	90.15				10900																
676711			403																		
676802	89.94				10680																
676971	306.14										164.84										
676993	236.34											208.34									
67605021								-285200		-197000				89000							
67634133			434																		
67634804								-751000		-594000				157000							
67634826								-941000		-791000				150000							
67639923			470																		
6765395		283.8532	573.2													84900					
677214			255	378.59		3609000				-614200						22000					
677327		279.1																			
677565			271.7865																		
677690			311.81127																		
677714								-1622000		-1551000											
67796354			402.95																		
678262	148.35		302.89147	421.9												26650.355	300	421.9	21.607988	2896.0948	-13.231
678773			384																		
6781982			457.40025																		
67815569																50100					
6785235										-312500						80600					
679867			298.1																		
6795875			332.23178													30410					
6795886			365																		
6796334		210																			
67969840		312.9																			
68053											311.3										
68122		212.7	426	649.6			0.0002617801		-239343.21							46767.914	303	363	20.563651	3080.2049	-82.648
68224		479.79725																			
68359		538.44897																			
68940								-110800			145.6										
68058537										-454000											
68058560										-1066000											
681572		413																			
681845																41400					
6812380		306.2457								-460500						109300					
6812391		292.7								-415600						105300					
68141151																69600					
6816177			444.2																		
68193668													258.07								
68193679													247.28								
682019																49800					
682020		387.2																			
682031		345																			
68201718									-968000												
68266671		302	507																		
68266682		368																			
68267083		407.4																			
68267094		439.4																			
68267107		428.2																			
68267118		363																			
68267129		362																			
6829523										149900			215.04								
683089																55900					
683181		316																			
683681			468.2																		
683716			368																		
683852																40800					
6830826		330																			
6834920								-1561430	-1510880		113.71	150.49									
6836197														103100							
6837054		342.65																			
68387553													225.34								
684004																	375.3	453.7	23.165134	5127.857	-13
684162	147.7		246.04898	357.14		2832000	0.00032894737			-1433000		286.6					194.36	246.04	20.187201	1665.1789	-53.618
6843669																64400					
685632										-1032942.9											
685870			507.2																		
685916			457.2						-335400	-287200						48200					
6851930										50000											
6853298		359.9																			
68555624									227200												
68575804		337.65																			
686077									-104000												
68601978		393.675																			
6863587			394.09069						-401600	-361000						40880					
6863598											464.70619										
6869074								119300													
687478			427.20017																		
687796			371																		
68703275			379.65																		
6876137			442																		
6876182			446																		
6876193			504.1																		
6876239	184.985	184	396.7	596								273.22	371.33			38372.653					
688744																	390	490.9	24.089645	6155.1185	-17.378
688824			482																		
688846		230.3																			
6881943		219.9	486	681.98405		3022542.8	0.00050742223									65700					
68820337																69100					
68820348																69600					
6885707		311																			
6887598																172000					
689112								-413200		-307000				101900							
689123			383																		
689827											195.94										
689894			453.2																		
689974			276.15							295000							180	278.4	20.816014	2198.5658	-41.838
689996										-7790.1777			244.06								
68900867																99700					
6893261								-1002528.4			191.2										
68936776								-555300		-462200				93115							
68975451		212.7	471.7																		
6898755									-133000	-91200						41900					
69090		470.67429																			
69658		439.07696						-1337354.5			244.25347			202000							
69727		432						-591349.58		-495049.58	172.41914			94000			386.8	529	19.741835	2592.7384	-212.625
69896								-379600			161.1										
69910								-445500		-280500				165000							
69932								-618810			173.2										
690028										-126000											
690084		157.86308	349.7													32800					
690211			321																		
690277			252																		
690379			418.37296																		
690391			272.1																		
690926		135.76871	378.70416						-136400	-96600						37178.366					
690937			374.00611						-157800	-118000						37200					
690948									-14600	46200						60800					
69045734										-229034.57											
69045789																52510					
6907591		329																			
69078246			399.5																		
69078893		283.75																			
691372		130	327	495		3290000	0.00035335689		-78220	-49440						28700					
691383			329													29500					
691601	430	427.4						-389500		-289800											
6912078		261.55157																			
69122743										33000											
6914767		303.9	457.2																		
6915157		400.75																			
69155299										580300				108000							
692240			359.11867													34300					
692477			416.44904							-127000											
692488		268.22038	398.3							-166483.8						42000					
692502			248.5																		
692706		177.93333	375.21134						-159300	-119500						37500					
692864			537.7																		
692966		165.61	387.13													38900					
6920225			496.69987						-577100	-490100						81450.172					
6920247		348.65																			
6921284									429700												
6921295									726442.12												
6921353			353.34158						-182200	-148200						34004.349					
6923224		328.1926																			
6926450									151000												
6928605									-7600												
6928854			446.7																		
6929084			502.15																		
693027		140.85496	344.3							122300											
693050									59200												
693072			430.2																		
693130									-20800												
693163			438.19965																		
693210								-476100	-451000												
693232		402.5												153000		130000					
693447		349																			
693549			485	671.8			0.000625									60900					
693583		243.29285	474.1																		
693652		203.75785	459.88802						-435200	-390000							378.61	459.9	20.427245	3215.4795	-98.829
693674		263.3																			
693721		316.65																			
693834		300.4																			
693867		160.52667	313.58						102500	128226.99						28700					
693890		147	349						-36836.859	-3777.8079						32979.875					
693958		229.02	406.60629						67910	111800						43800					
693970			418.2																		
693981			540.2					1400		89800				88400							
6931711		298.65																			
6933104			513.2																		
69349548										143000											
6938609		268.05																			
6938665		316.91791																			
694019									120000	158000											
694053			381.2						33000	30000						107700					
694166			392.45																		
694359			371							-12400											
694597								8150		87900				80600							
694804		260.99974	473.74385																		
694871									155700	199400						43700					
694928			391						4400												
6940767			444.2																		
6941691																	385	556.7	25.561089	7483.8621	-23.152
6942990			551.7																		
6945057		418																			
6946243		322.65																			
6946903			468.2																		
6948556								70000													
695067			492.2													56344.763					
695125		146.4	401.18613						-88780							39700					
695307			397.65						-468900												
695341		371	503.2																		
695841		302.4																			
695998								-231000						69036							
6952596			498.12218																		
6952938		418.15																			
6957819								-549200		-340000				209000							
696286																	334.9	529.7	25.488235	8314.7729	66.911
696297		183.0155	426													44040	343.66	428.8	20.71744	3345.2325	-63.759
696300		218.25	446.2																		
696446			479.7																		
696593			418.9																		
696628																53100					
696639			501.2																		
696797									-500900							41900					
696866										189000											
6961826								-318300													
6963446			517																		
6964212														100900							
6966105			492.7																		
69685683			397																		
697110			278																		
697176			393																		
697825		368	507														459.63	520.21	21.195941	3882.3864	-106.986
697916								-254000						69900							
6970565		298.6																			
6973600														96200							
6974307		367.45																			
6974772			426.2																		
69745499		200.17	420																		
6975924			385													38900					
6975980	224.305	224.28	462.39748	629.9								453.8	578.3			54290	273	462.37	21.228937	3776.9027	-72.933
69754901													263.53								
6976278			388.64																		
6976289		175.135	416.1																		
6976723		238.9	533.9551																		
698420										123600				102000							
698635		309						-227000		-147000											
698691			504.2																		
698715		326	507														468.23	520.32	21.049565	3678.3981	-122.628
698760																67000					
6982258		279.71471	455.65																		
6982394		341																			
6988212		388.27																			
69897434		331.65																			
699025			517.7																		
699149									-55060												
699978	353																				
6995795		383.15																			
6998829			536.2																		
70111		324																			
70291			484						-267600	-205000						62000					
70304		437.92175																			
70473								-789020			174.5										
70553		338.75																			
700005														120000							
700129		326	510					-144534.48		-67134.483	294.1			74111.623							
700130		443.15																			
700163			357																		
700174			431.09716																		
700389		327.8														62800					
700561		414						-220584.97		-151719.16				68287.44							
700572								-388000		-299000				88345.486							
700583								-311000		-231000				70578.593		60700					
700889			490.9																		
7000795								-154000		-37000	300.83			117050							
700000971		173.6	404.9																		
700002320		247.62	538.22																		
7006522			508.2																		
701519								-323000													
701973			549.7																		
701995			498.7																		
70138317																55900					
70199303		437																			
70199314		412																			
70199325		409																			
70199336		407																			
70199347		417																			
702238			608.2																		
702794		245	471	708		3000000	0.00057142857	-287000		-219000				67900		49566.927					
702987														91350							
70224281			425.15																		
70262781		399.4																			
70285562											291.4										
70288754								-766400													
7029096		342.9																			
703877			416.7																		
70312253																67700					
70351869											1396.546										
70377876								255000		381000				125500							
704029								50500													
7040439			392.7													38100					
7041250																52090					
70411982										-88000											
70415586										-90000											
70423380			364.15																		
7045718		227.34848	472.78																		
7046619								-142100													
70478909										-410030			247.61								
7048966										600000											
705862																70724.772					
7051345			378.7																		
7058017			452.49907														364.61	453.57	20.755433	3521.5115	-70.93
706149									-559000	-496000						71819.125					
706310																67200					
706785			556.2						-176800	-96700						80000					
706796			363.05023													36500					
706934		310.65																			
7065465			401.2																		
70691951		229.07																			
707073								-491900	-485800	-432175.26				58610		59111.286					
707357		253.6						-333000		-255000				77900		51700					
7073941		214.25	483.47																		
7073985									-87000												
7074002								-231000		-188000											
70764259		407																			
70810194			440.1																		
7086079		452.26324																			
7087685			399.7																		
709988		364.33821																			
70938793											546.6										
7094260		246.67729	418.93731																		
7094271			408.19542																		
7095650										119000											
7098079																66000					
7098206		356.1														213500					
7098217		358																			
7098228		358.26186														223700					
7098240		361														233300					
7098262		361.4														243000					
71001								-450368.87													
71238	148.74215	146.94198	370.3	536.9		5200000	0.0002173672		-303300.5	-256000	112.7	192.89596	322.49			47000	333.32	377.72	22.740353	3319.4734	-74.299
71307								-227913.82		-59000				164960.34							
71363	184.53411	188	390.6	562		4500000	0.000274		-328000	-277000		225.88425	361.98			52000	295.8	391	21.980638	3112.0704	-93.34
71410	195.54525	194.91475	411	580		3900000	0.000326		-353432.95	-298000		258.85554	401.3			57000	437.79	513.79	20.663007	2546.9124	-134.578
71432	278.5	278.64	353.3	562		4890000	0.00025		48994.079	82889.698	45.56	173.63975		44400		33900	333.4	373.5	22.394551	3823.7925	-1.461
71556	243.00741	240	347.2	548.4					-176541.82	-144607.75		226.71348				32500	267.79	290.07	25.066103	5089.1252	34.902
71910		447																			
710043												369.5									
7101317	190.89											261.4				42000					
71032661			359.65						-83400	-49100						34300					
71032672			366.65						-80000	-44600						35400					
711013								-577800		-495400				82400							
711795		371.75																			
7111764			596.2																		
71127656								-702500		-614100				88400							
7116861			374.46508													37700					
7116952		391	559																		
71172571			427																		
71172753																	348.8	521.1	22.831651	5268.0177	-54.964
7119928									-106000												
7119940		267.65							-93000	-44000											
712254								-239500													
712743											252.7										
71203377		398																			
71203388		374																			
71203399		531																			
71203402		462																			
71203413		482																			
71203424		413																			
71203435		355																			
7124869								-51500		-3500				48000							
7125839												311.42									
7125840	232.69								-830650							36800					
71267420										91000											
713360	279.76	279.76	553.65									335.5									
7132641		317.27768														91000					
7133360	169.61258		431.7						-109500	-64350		285.47				45150	355.89	472.12	20.883342	3415.6064	-64.366
7133462				770		2370000	0.00069979006									69000					
71332860		399																			
71340368									170000												
7144050			473.2																		
7144152								-548400		-320000				228000							
7145202		157.98363	394.96993													39700					
7145995			472.7													54900					
7146603			437.47984													48100					
7147297		314.2																			
7148063									-414300	-370400						43930					
7148745			405.2																		
7152150			446.2																		
7152661																81000					
7154667		284	518.12218																		
7154758		167.85	334.39918																		
7154792	263.4	263	413.42	607.50682		2740136.3						334.8				41200	330.98	414.44	20.623656	3222.4172	-59.218
7154805			430.40386	609.50682		2319591										46000					
71561643								-2111800		-1947000				165000							
7158329								-432200													
71605851		257.61																			
71607493								-11100													
7164989			549.2													84600					
71655362		308																			
717691								-1106500													
717748		265.8	509.15228													64600					
7170389			513.2																		
71742944								-88700													
71764926		432																			
71765178										125905.78											
718365								-41700		49400				91100							
7182094									-57400												
7182107									-83700												
7182878									-278000	-235000						43500					
7188387		282.15	365																		
71899417		276.9																			
71899428		265.4																			
71899440		271.8																			
719799		248	560.37516													77200					
71912486		327																			
71928477										56000											
7194845		319.85915														187500					
7194856		350.35														192600					
7194867		353.03402																			
7194878		342.08694																			
72140		465.24338																			
72184								-627737.89			178.87										
72195								-776300													
72333		427																			
72435		361.7778																			
72548		383.19793																			
72559		361.02617																			
72560		332.32858																			
720752		390																			
72001800									-1031400												
7206180		286.4																			
7206191		283.4																			
7206204		272.45																			
7206226		273.75																			
7206237		269.6																			
7206259		278.0502																			
7206306		280.8																			
7206328		257.2																			
7206339		247.7																			
7206340		254.2																			
7206351		240																			
7206362		253.7																			
7207490										-180800											
7207503										-172800											
7207514										-181100											
7208051			381.2																		
7208471		372																			
72087913									-24000												
7212535			456.27755																		
7216184																55560					
7220260																46900					
7223305								-20000	47400												
7223383			354.51128						197600												
7225641		259.35157																			
7225663		244.85157																			
7225685		233.1453																			
7225696		233.15																			
7228388			459.2																		
723466		439.5																			
72323661			373						500900	538500						37600					
72346726										-395000											
7239249			353.15																		
72403033		327																			
72454412		414.3																			
72454423		402.7																			
72454434		392.8																			
72454445		475.5																			
72454456		464.2																			
72454467		485.2																			
72454478		366.7																			
72454489		437.9																			
72454490		501.4																			
72497586		469.6																			
725122								75700													
7251618			519.2																		
7252837			422.2																		
726443			612.2																		
7270500			392.3																		
72704188													214.56								
7273985								-264200		-185200				79000							
7275436		572						16600						180000							
72762006								-166300		-79700				86600							
7283490										285000											
7283774										-67600											
7285327								-207900		-124000				84000							
7286842		335.09																			
7287196		393.57948						-102000		7000											
7287367		360.65																			
7289523	243.42								-443400	-381100		490.5				62455.209					
729997		481																			
7291001								-317400		-224600				92800							
7291012								-201000		-86000				115000							
7291307		232.4																			
7294055			426.41115																		
7297112									-367000												
7299914									-468000	-416000						52000					
72993330			470																		
73223											251.04										
73245								96896.106			151.01			110000							
73325								-640357.72			207.99										
73405								-183900			160.2										
730405		488																			
7300030			393.65351																		
7306050			481.8																		
7307020			447.2																		
7307031										-452700											
7307553		288.55514	514.43187																		
7309435			417.75																		
7311300		290.18672																			
73138268								199648.79		275300	251.45502			75700							
7315324			497.2																		
73156873			454.44																		
73156884			417.6																		
7316907								-450000													
7318674										77000											
73180468	437																				
7319008										74000											
732116		344.22927																			
732263		403.50566	551.2					-498000		-369800				96868.053							
7321484			438.48																		
7321553	307.47		442.7					135200		197200				61985							
7322374		395																			
7325260									-76700												
7328918			426.2																		
7332936			385.2																		
7333235									-568250	-510700						57700					
73348499		381																			
7335015			492.35																		
7335048			483.15						-150400							55100					
7335253			516.2																		
7335264			534.65																		
7335275			510.7																		
73373485		441																			
73373496		383																			
7338945									154821.74												
7341631		375																			
7343068								27000		160000				133000							
7343342			531.7																		
7346410														61500							
7348712			397																		
7350916		414.65																			
73548717			382.95																		
73548728			390.88125																		
7357939			361													34321.634					
736312								54900													
7365744	506																				
7369508			515.60661																		
7371177											466.1										
7372885														90300							
7373139		300.4																			
7376036		399.65																			
7378996			467.93264																		
7379126			407																		
7383871		318																			
7383906		282.40692	568.06284																		
7385786			354.61565													33900					
7385822		148.81	361																		
73908415			458.985																		
7391675		446																			
7393455		175.47	316.58																		
7396385								16000		130000				114000							
7399497			443.88261																		
74113		511.71036						-429000		-324800				104547.68							
74793		515.5																			
74828	90.67	85.792428	111	190.6	11690	4610000	9.8710962e-05			-74703.051			186.43705				90.99	189.99	20.699089	1020.1097	-0.49
74839	179.47		276.62694						-60600	-36050.695		155.14				23193.666	203	276.8	21.342063	2463.0937	-25.771
74840	91	100.88043	184.6	305.3	1.1	4900000	0.000147			-83973.282		126.7				9760	91.33	144.13	21.890815	1822.0356	-6.422
74851	104	103.79933	169	282.5	120	5060000	0.00013075165			52431.698		117.8	219.32				149.37	188.57	20.42994	1345.0459	-18.307
74862	192.35746	176.98955	189.00035	308.34299	128250	6138000	0.00011229178			227095.87			200.93				214.64	308.33	22.246219	2093.2318	7.947
74873	175.435	181.22626	247	416	870	6707605.4	0.00013908506		-102400	-82684.486		140.08	234.36			20500	303	416.3	22.838374	3287.007	45.137
74884		206.73587	315.7						-13477.959	14812.421							315.6	521	21.066282	2817.975	-20.179
74895	179.7	179.88261	266.8	430.80713		7639711.8	0.0001385		-46255.423	-22455.423		150.2				23850	190.06	266.92	21.92061	2383.1226	-37.574
74908	259.86	260	299							135140		113.01	201.82				256.73	319.38	22.2756	3087.2854	-11.592
74931	150.15	150.186	279.1	469.9		7230000	0.00014511682		-46650	-22800		163.22				23850	279.9	458	21.537943	2584.638	-21.748
74953		220.45461	370													37009.691	238.1	371.8	21.914485	3560.0176	-28.977
74964		155	311.5	503.80011		6231490	0.00021505376		-95500	-63622.569						28253.556	301.29	348.51	20.982099	2582.0521	-38.478
74975		185.2	341.4031							-20000							226.6	341	19.619798	2062.0939	-86.447
74986	85	85.470737	231.1	369.9	0.00016868796	4250000	0.00019917383		-119800	-104682.12		171				16250	277.6	360.8	21.959247	2646.4992	24.906
74997	168.5	170.2	250	402.39819		5629818.6	0.0001635			185400							161.5	254.27	22.915764	2823.2525	-1.926
740987											421.8										
7400080		487.83854																			
74007117								-284900		-209000				75900							
74058712		368.25																			
7409485								-351000													
741582		311.57																			
7423009									-6300												
7423010									-21300												
7423690																38100					
7424546										-438900											
7429370																50497					
7429905	933.25	933.45	2793						10560	329794.74	28.279474	39.55	164.56495				1557	2329	24.721083	30403.585	-24.306
7431358								155000													
7433569		201.32076	445																		
7433785		160.44069																			
7438053									96700												
7439896									12400	415470		34.76	180.49								
7439909	115.90989		119.78	209.46	73150	5520190	9.0909091e-05						164.08158				126.68	208	21.198519	1241.1026	8.855
7439921		600.38606							4280	195200	64.786316	71.71	175.37158								
7439932									2380	159300	29.099474	33.94	138.78063				298.14	1599.99	22.998934	18234.135	-9.52
7439954	922		1363						4790	147100	32.67	34.46	148.64937								
7439965									16290	283260	32.01	43.49	173.72								
7439976	234.2978	234.30489	629.78583	0						61380		75.9	174.97032				298.14	749.99	22.698124	6924.1704	-10.001
7439987									41570	658980	28.6	43.14	181.95								
7439998																	1617.99	2073.99	21.085186	44246.305	-114.171
744456								-476100													
7440019	24.56				43369.53								146.32937				15.9	27	20.162379	220.12483	-1.503
7440020									17480	430120	29.87	41.49	182.19				2083	3005	25.286598	38702.852	-188.717
7440031									29650	733040	36.47	47.3	186.29								
7440064																	3003	4680	22.581176	49550.931	-200.689
7440097	336.35		1037						2270	89000	64.64579	71.4	160.34032				679.4	1033	21.775962	10802.762	24.195
7440177									2180	80900	76.78	83.76	170.09126								
7440213									48470	450000	18.816842	44.46	167.98032				1997	2560	33.535678	53670.606	-123.133
7440224										284900	42.55		172.997				1823	2425	16.009943	5769.2029	-1194.947
7440235	370.98	370.96	1156						2410	107363.16	51.409471	57.86	153.67147				924	1118	17.179058	4314.4182	-416.372
7440246									910	164000		50.9	164.64								
7440257									30800	781990	41.48	50.37	185.22								
7440291										602000	51.8		190.17								
7440315		505.05376								301200	51.18		168.492				1765	2543	26.700639	38837.268	15.465
7440326									13650	473431.04	30.72	39.18	180.29937								
7440337									46900	851030	32.66	45.68	173.96								
7440360																	1058	1373	16.717712	10305.102	-152.352
7440371	86.684289	83.8	87.39943	150.76484	68889.068	3065445.6	8.9118917e-05						154.84189				114.4	150.31	21.803247	1107.5711	22.156
7440393									4990	179080	62.48	66.33	170.25				1257	1911	20.911802	17498.155	-45.737
7440417									15510	324000	9.4589482	19.54	136.27158								
7440428									48930	561579.02	5.9	26.54	153.43874								
7440439										111800	51.8		167.749								
7440440			4100	7020.5		7.96719e+08	2.662e-05			716673.16	6.017		158.1								
7440462									2090	76500	85.175264	92.07	175.60032				552	963	20.022727	7951.1072	-26.829
7440473									26070	397480	23.62	36.2	174.31				1889	2755	25.38303	36991.004	-83.86
7440484									18000	426680	30.07	41	179.51								
7440508		1357.95							11860	337536.84	33.163684	41.62	166.39937								
7440553	302.92	302.92							5580	271960	40.83	59.25	169.03								
7440564										372000	31.09		167.904								
7440575																	2142	3239	24.106938	39817.397	-70.978
7440586									46210	618400		71.94	186.9								
7440597				5.2		227400	5.7471264e-05						126.15095								
7440611										533000	50.2		199.79								
7440622									17290	515470	28.93	36.13	182.31								
7440633	161.38036		165.02	289.74	73374.57		0.00011946004						169.68158				161.43	162.63	18.049527	752.01278	-49.796
7440666		789.21047							6520	130413.68	41.691578	50.79	160.99								
7440677									17400	610030		47.6	183.02								
7440702	1112.9		1757						7790	177800	41.59	45.51	154.88905				1254	1712	17.925003	7187.2154	-594.591
7440746		430.15																			
74418409								402000													
7443529			440.6						-421250												
7443552									-421660												
7443701			438.2						-362626.92	-300700						61760					
7446084																	430	590	30.692907	11972.881	34.002
7446095	197.64	200.75		430.34	1670					-296830.53			248.21411				263	414.9	21.593597	2225.6212	-42.071
7446119		290.1								-395770			256.77			45500	333	483	21.195641	2054.3089	-103.564
7446142								-919970			148.5										
7446700				625.7		2600000	0.0002617801	-705630	-674800	-584590	109.29	172.91	314.44								
7446948																40900					
7447394								-205850			108.06										
7447407								-436680	-421790	-214680	82.56	86.66	239.09				1170	1466	22.143224	15912.781	-176.083
7447418								-408270	-390760	-195720	59.31	78.44	212.92								
7452791			406.19631						-560400	-516243.86						54382.507					
74534115		334																			
74534126		343																			
74534137		347																			
74540991		406																			
74541007		405																			
74541018		404																			
74541029		402																			
7456873								-650600		-607000											
74586020										271000											
7459714			353																		
7461269		328																			
74640781								-739300													
74663711			574																		
74677160		176.8	409																		
7475947		399																			
7476020		387																			
7477738								407168.83		527168.83				120000							
74793105		298.6																			
74835817										-1489710			408.42								
74835828										-2102550			523.39								
7485452			363																		
7487152		339																			
7487889								-1261790	-1246590		91.46	102.16									
7487947								-230120	-213220	-146290	144.5	164.47	294.78								
74912202										35310			378.29								
74918404		461.2																			
7492413																	320	487	23.072202	5293.6086	-28.831
7493825		224.02655	400.85923																		
74930793										-10460			288.93								
74930806										-240580			275.77								
74930817													219.08								
74930828										-476980			243.58								
74930839													267.41								
74947505										553540			261.89								
74947947													318.55								
74947958													212.95								
74966771													321.73								
74966782										586180			272.57								
74974542									-661100	-614000						47500					
74978204								-2860190			468.55										
7498546								-504300		-400800				103500							
7498579			576.2																		
7499561								-305200													
74999192								565400													
74999205								14100													
74999227								265400													
74999250								655300													
74999261								282900													
75003	134.82	135.90858	289	460.35		5240530			-137000	-109000		186.27				24600	217.21	285.66	21.095847	2424.2099	-32.078
75014	119.31	113.7584	259.34462						900	23727.712		118				21000	165.3	259.4	20.690984	2055.649	-35.051
75025			201							-136000							123.8	201	19.489978	1366.7017	-30.039
75036		162.10277	345.5						-39122.447	-7639.688						31841.45	218.8	345.6	20.919239	2871.6345	-39.612
75047		191	291	456.52423		5627590	0.00018491124		-84500	-57700							289.8	449	21.943935	2771.9026	-23.716
75058	229.32	228	354.8	545		4870000			37786.976	71563.653		149.62				33249.414	288.3	362.3	21.365065	3120.864	-37.853
75070		150	293.9	465.99431			0.0001540832		-196400	-170700		117.3				25940.262	293.4	377.5	20.001152	1894.7835	-69.899
75081	125.25049	126.04523	309	498.99954		5490000	0.00020738283		-73680	-46150		207.02				27515.106	273.6	339.26	20.900473	2497.2249	-41.765
75092		189.05163	313	508.87801		6355000			-124123.07	-95313.065		174.5	270.28			29362.918	303.14	313.14	20.661626	2341.4182	-56.623
75105			221.32999	351.3		5784500	0.00012195122			-450720.2			246.7				191.19	241.33	21.327096	1890.6342	-28.554
75116		278.9							68500	119382.68						46974.021					
75127	275.6237	275.33334							-251000	-186000				71700		60364.009	343.7	483.7	28.978494	8937.035	27.655
75138										-100984.56			238.22								
75150	161.35	161	319.2	552					89410	116949.73		151	237.98			27500	276.74	353.08	20.877148	2690.847	-31.616
75183	174.85	174.88351	311	503		5530000	0.00020355888		-65367.949	-37471.617						27800	250.6	293.24	21.384407	2765.7132	-29.906
75194	145.66792	146	240	398.04696		5529907.2	0.000162			46105.593		142.63				17828.135	183.12	241.07	20.83874	2004.1539	-25.063
75218	160.65	160.57501	285	468.86216		7216880.9	0.00013927785		-95700	-52675.298		149.45	243			25717.304	182.59	283.59	21.612064	2567.6126	-29.015
75229	368.7										169.58						136	194.3	21.503267	1902.4511	-19.27
75241	288.43								-139255.88	-76055.883		209.41				63200	336.96	400.27	22.288655	3970.1886	-31.398
75252	281.84	279	422						9400	55400						46066.77	303	374	20.52849	3138.9692	-73.148
75263		184.20779	333	532					-129022.8	-96699.151						30478.009	211.4	333	21.02152	2817.1553	-36.642
75274		216.0007	363																		
75285	113.54939	140	262	407.7	0.019481	3650000	0.00025903807			-134239.1		199.86995				19990	261.31	408.12	21.478744	2606.775	0.918
75296		155.97692	308							-144000						27600	194.3	309.7	20.307511	2353.7531	-41.619
75309		183.05507	362.4						-74900							34055.854	229.9	362.7	21.049312	3086.4956	-38.785
75310	178.01	177.94029	306	471.82586		4540000	0.00022075055		-112300	-83724.658		218.32				28573.868	277.07	334.13	20.757966	2269.543	-59.079
