CAS	Tt	Tm	Tb	Tc	Pt	Pc	Vc	Hfs	Hfl	Hfg	S0s	S0l	S0g	Hsub	Hfus	Hvap	AntoineTmin	AntoineTmax	AntoineA	AntoineB	AntoineC
75332	142.63743	142.58334	328	517.3					-106600	-76940		233.55				29812.111	283.84	358.94	20.728424	2564.838	-46.993
75343	176.18	175.18819	330.5	523.4		5061000			-163300	-132022.2		211.75				30773.602	234.38	290.76	21.170681	2798.4284	-40.26
75354	150.59		304.45353						-24067.238	2026.8184		201.54				26716.99	244.79	305.7	20.971485	2543.7256	-35.403
75365		160.29441	325						-272164.89	-250914.73						23953.981	266.86	324.2	20.644241	2447.3256	-55.531
75376	154.56		248.44858	386.5	60	4509152.4	0.00017953321			-497000							160.7	246.7	21.262209	2063.51	-34.714
75387			190.09716	302.81292		4433310	0.00015586697			-337252.18											
75398		370	383.12487																		
75434			282	451.65			0.00019723866			-283260			293.25				282.1	450.7	21.407617	2545.3236	-24.479
75445	140.83951									-218884.79		193.22982	283.8				215.53	281	20.840767	2254.0857	-38.717
75456	115.75864	113.85606	276.45918	369.3		4980000	0.000147			-481716.19		179.91	280.96				229.6	236.4	21.130662	1974.8651	-26.667
75467	117.97	112.46116	189.19746	299.1		4848257.6	0.00013333333			-696301.5		151.04	259.65				145.36	191.19	21.31153	1653.461	-22.013
75478		394.14159						181100													
75503	156.08	153.55467	275	433.06898		4086774.4	0.03		-45758.891	-23729.016		197.82				22161.647	192.84	276.6	20.760407	2234.1914	-34.06
75525	244.77	244.38301	374.1	588		5877277.1	0.00017331023		-112542.8	-81000		171.75				38000	405	476	20.984609	2831.1988	-76.221
75547			314														274.7	313.9	21.12235	2714.7478	-31
75558		215.15	339.7																		
75569	161.23664	161.19253	307.9	487.54541		5382622.3	0.00019400147		-123270.8	-95351.397		195.34394	287.4			28256.43	292	345	19.688162	1847.7946	-81.348
75570											190.71										
75581											207.9										
75605		472.6661																			
75616		129.15	297.6														184.46	295.94	21.378605	2729.6686	-18.886
75627		268	376.65							-41922.316											
75638		98.595	215.3	340.08		3956000	0.00019493177			-648817.84			297.82				129.5	215.4	22.071475	2344.7454	7.086
75649	206.19637	205.65	318	483.9		3840000	0.00029239766		-150463.2	-120372.79		233.63				29800	292.47	348.36	20.508987	2285.82	-62.727
75650	298.96094	298.3	355.5	506.865		3977494.1	0.000275		-359118.12	-312547.93	170.87	192.65259		41000		46000	312.66	355.56	21.869355	2705.2358	-93.92
75661	274.42	273.97	337	530.1					-140500	-108700		246.44				30939.748	293.7	372.29	20.522296	2568.6995	-51.835
75683	142.709		263.2011	410.2	5	4052905.7	0.00022536358														
75694	162.6	162.96178	296.86126	471.10021		4421704.5	0.000247			-287689.26		225.6	309.74				236.48	293.04	20.787922	2421.9419	-35.287
75718	196.77718	115.27386	243	370	10	4112332.1	0.00020700808			-489946.39			300.89				154.7	243.4	20.288284	1800.7873	-37.773
75729	92	92.126143	191.686	301.8		3876502.8	0.00017751424			-710000			285.35				192	325.9	19.288249	1151.6471	-43.532
75730	89.4	89.05219	145.1	227.5		3745000	0.000142			-930000		143.97	261.41				121.59	135.39	19.15813	867.42065	-31.901
75741		242.92							67566.667	105900		319.99				38000	273	333	21.051591	3170.0288	-50.129
75763	172		299.69544	448.64		2821000	0.000362			-286600		272.09572	361.12			26000	208.93	293.64	20.670375	2411.4329	-36.057
75774	217.97	233	330.34679	497.8		3200000	0.00036630037					275.1					274.3	326.03	20.644057	2587.3688	-47.171
75785	198.99		342.98149	520.4		3490000	0.00034965035					270.4					300.9	345.3	21.341372	3057.833	-32
75796	197.37		339.37683	517.38449		3400154.2	0.00034378001			-528860		262.8	351.09				286.9	337.5	20.716427	2687.1168	-47
75810		206.3																			
75821			365.7																		
75832	174	173	322.9	489		3100901.6	0.000358		-213400	-185600		271.65936	358.65			27861.759	210.99	289.38	20.120449	2353.7117	-49.529
75843		326.64487	385													51800					
75854	264	264.09998	375.1	544.2352		3710000			-379500	-329300		229.3	362.8			50000	298.12	363.98	21.797882	2905.0749	-91.953
75865		251.9							-120900												
75876			370.99936						-218100							41000	235.4	370.8	21.479803	3376.6075	-31.765
75887			280.04608	425.01			0.00022779043														
75898		229.65	348	498.57		4825000			-932570							43970	272.8	298.6	19.731911	1970.8309	-111.932
75912									-294000	-236215.48						47857.455					
75945			366														290.9	356.1	21.754225	3483.8112	-23
75967			518.2																		
75978	221.74	223.04562	379	562.9					-328540	-290670		282.4				38033.53					
75989		308	436					-564500						73200							
75990			460.7																		
7501022		346.15																			
75024112								-7087700			353.03										
75067640		162.52	402.445																		
75125450								-217600													
7516827		277.65																			
75175109		507																			
75217220		440.1																			
75238152		361									210.5										
75240061									-3257600	-3217000						43318.316					
75245215										-168300											
